"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"	"realization"
"1"	"sub_26"	"male"	624.724783339279	"disf"	"e_13"	"b"	"beaver"	"stop"	93.7156463653537	"ml"	"one"	"english"	"lenition"	NA	0
"2"	"sub_26"	"male"	633.54	NA	"e_18"	"d"	"decoy"	"stop"	84.3942761978269	"ml"	"one"	"english"	"lenition"	NA	0
"3"	"sub_26"	"male"	641.148	NA	"e_31"	"b"	"beetle"	"stop"	52.0739797038914	"ml"	"two"	"english"	"lenition"	NA	0
"4"	"sub_26"	"male"	645.524	NA	"e_23"	"g"	"godson"	"stop"	70.2645623888429	"ml"	"one"	"english"	"lenition"	NA	0
"5"	"sub_26"	"male"	650.1	NA	"e_15"	"b"	"bonnet"	"stop"	61.3267942793527	"ml"	"one"	"english"	"lenition"	NA	0
"6"	"sub_26"	"male"	654.076	NA	"e_10"	"d"	"dollhouse"	"stop"	48.2437448331439	"ml"	"two"	"english"	"lenition"	NA	0
"7"	"sub_26"	"male"	658.476	NA	"e_30"	"b"	"bonnet"	"stop"	43.5161945619029	"ml"	"two"	"english"	"lenition"	NA	0
"8"	"sub_26"	"male"	662.828	NA	"e_32"	"b"	"beaver"	"stop"	59.2467041810778	"ml"	"two"	"english"	"lenition"	NA	0
"9"	"sub_26"	"male"	670.86	NA	"e_08"	"g"	"garment"	"stop"	70.9145822113442	"ml"	"two"	"english"	"lenition"	NA	0
"10"	"sub_26"	"male"	674.82	NA	"e_07"	"g"	"godson"	"stop"	47.5623360077861	"ml"	"two"	"english"	"lenition"	NA	0
"11"	"sub_26"	"male"	679.332	NA	"e_06"	"g"	"garlic"	"stop"	54.2903515673743	"ml"	"two"	"english"	"lenition"	NA	0
"12"	"sub_26"	"male"	688.132	NA	"e_14"	"b"	"beetle"	"stop"	59.9065948329098	"ml"	"one"	"english"	"lenition"	NA	0
"13"	"sub_26"	"male"	692.252	NA	"e_19"	"d"	"donkey"	"stop"	41.565938345002	"ml"	"one"	"english"	"lenition"	NA	0
"14"	"sub_26"	"male"	696.356	NA	"e_17"	"d"	"dealer"	"stop"	69.7188819176517	"ml"	"one"	"english"	"lenition"	NA	0
"15"	"sub_26"	"male"	700.316	NA	"e_20"	"d"	"dollhouse"	"stop"	87.2203296418093	"ml"	"one"	"english"	"lenition"	NA	0
"16"	"sub_26"	"male"	704.316	NA	"e_29"	"b"	"boxes"	"stop"	30.6418789663212	"ml"	"two"	"english"	"lenition"	NA	0
"17"	"sub_26"	"male"	718.564	NA	"e_09"	"d"	"donkey"	"stop"	57.0093335080628	"ml"	"two"	"english"	"lenition"	NA	0
"18"	"sub_26"	"male"	723.356	NA	"e_16"	"b"	"boxes"	"stop"	59.1749769362195	"ml"	"one"	"english"	"lenition"	NA	0
"19"	"sub_26"	"male"	727.74	NA	"e_24"	"g"	"garment"	"stop"	33.9556776746122	"ml"	"one"	"english"	"lenition"	NA	0
"20"	"sub_26"	"male"	736.652	NA	"e_11"	"d"	"dealer"	"stop"	47.5121269364536	"ml"	"two"	"english"	"lenition"	NA	0
"21"	"sub_26"	"male"	740.868	NA	"e_21"	"g"	"garbage"	"stop"	50.7255075021931	"ml"	"one"	"english"	"lenition"	NA	0
"22"	"sub_26"	"male"	744.924	NA	"e_22"	"g"	"garlic"	"stop"	52.7051794579165	"ml"	"one"	"english"	"lenition"	NA	0
"23"	"sub_26"	"male"	754.236	NA	"e_05"	"g"	"garbage"	"stop"	42.3262471394992	"ml"	"two"	"english"	"lenition"	NA	0
"24"	"sub_26"	"male"	759.668	NA	"e_12"	"d"	"decoy"	"stop"	63.1486662965699	"ml"	"two"	"english"	"lenition"	NA	0
"25"	"sub_26"	"male"	763.66	NA	"e_16"	"b"	"boxes"	"stop"	61.5850123606378	"ml"	"one"	"english"	"lenition"	NA	0
"26"	"sub_26"	"male"	767.852	NA	"e_07"	"g"	"godson"	"stop"	31.9329693721784	"ml"	"two"	"english"	"lenition"	NA	0
"27"	"sub_26"	"male"	776.38	NA	"e_17"	"d"	"dealer"	"stop"	71.710400732286	"ml"	"one"	"english"	"lenition"	NA	0
"28"	"sub_26"	"male"	780.42	NA	"e_09"	"d"	"donkey"	"stop"	68.6759889267705	"ml"	"two"	"english"	"lenition"	NA	0
"29"	"sub_26"	"male"	784.932	NA	"e_10"	"d"	"dollhouse"	"stop"	53.0207793348154	"ml"	"two"	"english"	"lenition"	NA	0
"30"	"sub_26"	"male"	789.252	NA	"e_30"	"b"	"bonnet"	"stop"	50.1658287346345	"ml"	"two"	"english"	"lenition"	NA	0
"31"	"sub_26"	"male"	797.628	NA	"e_12"	"d"	"decoy"	"stop"	53.2216156202594	"ml"	"two"	"english"	"lenition"	NA	0
"32"	"sub_26"	"male"	801.3	NA	"e_18"	"d"	"decoy"	"stop"	61.7428122990304	"ml"	"one"	"english"	"lenition"	NA	0
"33"	"sub_26"	"male"	805.3	NA	"e_23"	"g"	"godson"	"stop"	29.5229339478738	"ml"	"one"	"english"	"lenition"	NA	0
"34"	"sub_26"	"male"	809.796	NA	"e_14"	"b"	"beetle"	"stop"	64.0380841316528	"ml"	"one"	"english"	"lenition"	NA	0
