"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"	"realization"
"1"	"sub_11"	"female"	44.2034996306312	"disf"	"s_31"	"b"	"vino"	"disf"	108.278157945449	"ml"	"two"	"spanish"	"lenition"	NA	NA
"2"	"sub_11"	"female"	46.7147410110265	"disf"	"s_23"	"g"	"gafas"	"fric"	19.1062912259312	"ml"	"one"	"spanish"	"lenition"	NA	1
"3"	"sub_11"	"female"	51.2498345641091	"disf"	"s_06"	"g"	"gato"	"disf"	98.41589965243	"ml"	"two"	"spanish"	"lenition"	NA	NA
"4"	"sub_11"	"female"	54.1275161525502	"disf"	"s_07"	"g"	"guiso"	"disf"	70.749920456727	"ml"	"two"	"spanish"	"lenition"	NA	NA
"5"	"sub_11"	"female"	56.3446105473655	"disf"	"s_14"	"b"	"vino"	"disf"	61.8555583784612	"ml"	"one"	"spanish"	"lenition"	NA	NA
"6"	"sub_11"	"female"	59.5497669229215	"disf"	"s_11"	"d"	"dedo"	"disf"	136.683477709283	"ml"	"two"	"spanish"	"lenition"	NA	NA
"7"	"sub_11"	"female"	64.0379099018283	"disf"	"s_20"	"d"	"damas"	"fric"	36.7214270202254	"ml"	"one"	"spanish"	"lenition"	NA	1
"8"	"sub_11"	"female"	67.2616048817993	"disf"	"s_21"	"g"	"guiso"	"stop"	88.0467873174808	"ml"	"one"	"spanish"	"lenition"	NA	0
"9"	"sub_11"	"female"	72.865037435772	NA	"s_15"	"b"	"vaca"	"fric"	47.2910912160103	"ml"	"one"	"spanish"	"lenition"	NA	1
"10"	"sub_11"	"female"	79.4483838992003	NA	"s_29"	"b"	"vaso"	"disf"	115.201950459152	"ml"	"two"	"spanish"	"lenition"	NA	NA
"11"	"sub_11"	"female"	88.4544958395397	NA	"s_10"	"d"	"damas"	"stop"	24.0791510282179	"ml"	"two"	"spanish"	"lenition"	NA	0
"12"	"sub_11"	"female"	96.3758465060436	NA	"s_17"	"d"	"dedo"	"fric"	51.91204885503	"ml"	"one"	"spanish"	"lenition"	NA	1
"13"	"sub_11"	"female"	99.9553427828475	NA	"s_16"	"b"	"vaso"	"stop"	43.8229551570828	"ml"	"one"	"spanish"	"lenition"	NA	0
"14"	"sub_11"	"female"	102.409049103913	NA	"s_32"	"b"	"bicho"	"stop"	22.9264635382265	"ml"	"two"	"spanish"	"lenition"	NA	0
"15"	"sub_11"	"female"	105.067121260302	NA	"s_05"	"g"	"gafas"	"fric"	51.9732842531084	"ml"	"two"	"spanish"	"lenition"	NA	1
"16"	"sub_11"	"female"	108.12721085417	NA	"s_12"	"d"	"deuda"	"stop"	36.1152289618616	"ml"	"two"	"spanish"	"lenition"	NA	0
"17"	"sub_11"	"female"	111.89990490083	NA	"s_18"	"d"	"deuda"	"fric"	85.4673493438298	"ml"	"one"	"spanish"	"lenition"	NA	1
"18"	"sub_11"	"female"	114.801174494565	NA	"s_09"	"d"	"dados"	"fric"	55.9776770784737	"ml"	"two"	"spanish"	"lenition"	NA	1
"19"	"sub_11"	"female"	117.501834351439	NA	"s_22"	"g"	"guita"	"fric"	42.685736773862	"ml"	"one"	"spanish"	"lenition"	NA	1
"20"	"sub_11"	"female"	121.025434741836	NA	"s_19"	"d"	"dados"	"fric"	46.9572712256792	"ml"	"one"	"spanish"	"lenition"	NA	1
"21"	"sub_11"	"female"	123.95728544835	NA	"s_30"	"b"	"vaca"	"stop"	93.5709936059794	"ml"	"two"	"spanish"	"lenition"	NA	0
"22"	"sub_11"	"female"	130.97758851624	NA	"s_08"	"g"	"guita"	"stop"	51.5376585289573	"ml"	"two"	"spanish"	"lenition"	NA	0
"23"	"sub_11"	"female"	133.936336935658	NA	"s_13"	"b"	"bicho"	"fric"	43.2923473607048	"ml"	"one"	"spanish"	"lenition"	NA	1
"24"	"sub_11"	"female"	136.975778493787	NA	"s_24"	"g"	"gato"	"fric"	26.4762910106526	"ml"	"one"	"spanish"	"lenition"	NA	1
"25"	"sub_11"	"female"	142.351848018798	NA	"s_18"	"d"	"deuda"	"fric"	30.8007910221875	"ml"	"one"	"spanish"	"lenition"	NA	1
"26"	"sub_11"	"female"	145.794755098984	NA	"s_20"	"d"	"damas"	"fric"	65.0656000447043	"ml"	"one"	"spanish"	"lenition"	NA	1
"27"	"sub_11"	"female"	148.403833120687	NA	"s_31"	"b"	"vino"	"fric"	37.5132800959079	"ml"	"two"	"spanish"	"lenition"	NA	1
"28"	"sub_11"	"female"	155.720010666082	NA	"s_29"	"b"	"vaso"	"fric"	45.2179392453331	"ml"	"two"	"spanish"	"lenition"	NA	1
