"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"	"realization"
"1"	"sub_36"	"female"	40.708	NA	"s_05"	"g"	"gafas"	"stop"	64.6978758408139	"ml"	"two"	"spanish"	"lenition"	NA	0
"2"	"sub_36"	"female"	45.516	"disf"	"s_19"	"d"	"dados"	"fric"	68.5569005523305	"ml"	"one"	"spanish"	"lenition"	NA	1
"3"	"sub_36"	"female"	53.6442753112108	NA	"s_22"	"g"	"guita"	"fric"	38.1094662097965	"ml"	"one"	"spanish"	"lenition"	NA	1
"4"	"sub_36"	"female"	59.436	NA	"s_23"	"g"	"gafas"	"stop"	42.2330017212929	"ml"	"one"	"spanish"	"lenition"	NA	0
"5"	"sub_36"	"female"	65.268	"disf"	"s_15"	"b"	"vaca"	"fric"	49.6926351774931	"ml"	"one"	"spanish"	"lenition"	NA	1
"6"	"sub_36"	"female"	71.228	"disf"	"s_21"	"g"	"guiso"	"fric"	27.6938892061622	"ml"	"one"	"spanish"	"lenition"	NA	1
"7"	"sub_36"	"female"	76.932	NA	"s_07"	"g"	"guiso"	"fric"	52.2891614382246	"ml"	"two"	"spanish"	"lenition"	NA	1
"8"	"sub_36"	"female"	82.404	NA	"s_24"	"g"	"gato"	"stop"	80.0315524507198	"ml"	"one"	"spanish"	"lenition"	NA	0
"9"	"sub_36"	"female"	87.244	"disf"	"s_14"	"b"	"vino"	"fric"	30.2574566593279	"ml"	"one"	"spanish"	"lenition"	NA	1
"10"	"sub_36"	"female"	91.988	"disf"	"s_12"	"d"	"deuda"	"stop"	146.108397598965	"ml"	"two"	"spanish"	"lenition"	NA	0
"11"	"sub_36"	"female"	99.252	NA	"s_29"	"b"	"vaso"	"stop"	31.9412446473848	"ml"	"two"	"spanish"	"lenition"	NA	0
"12"	"sub_36"	"female"	104.388	"disf"	"s_11"	"d"	"dedo"	"fric"	22.2589670001554	"ml"	"two"	"spanish"	"lenition"	NA	1
"13"	"sub_36"	"female"	110.38	"disf"	"s_20"	"d"	"damas"	"fric"	53.6111468409217	"ml"	"one"	"spanish"	"lenition"	NA	1
"14"	"sub_36"	"female"	116.54	NA	"s_30"	"b"	"vaca"	"fric"	43.5743011985181	"ml"	"two"	"spanish"	"lenition"	NA	1
"15"	"sub_36"	"female"	141.412	"disf"	"s_13"	"b"	"bicho"	"fric"	46.9956907741107	"ml"	"one"	"spanish"	"lenition"	NA	1
"16"	"sub_36"	"female"	150.008048835231	NA	"s_06"	"g"	"gato"	"stop"	21.5858211978741	"ml"	"two"	"spanish"	"lenition"	NA	0
"17"	"sub_36"	"female"	155.588	NA	"s_31"	"b"	"vino"	"fric"	43.6608107130496	"ml"	"two"	"spanish"	"lenition"	NA	1
"18"	"sub_36"	"female"	166.394686289153	NA	"s_10"	"d"	"damas"	"fric"	47.9430830307876	"ml"	"two"	"spanish"	"lenition"	NA	1
"19"	"sub_36"	"female"	173.952944706921	NA	"s_18"	"d"	"deuda"	"stop"	68.1524912700979	"ml"	"one"	"spanish"	"lenition"	NA	0
"20"	"sub_36"	"female"	185.668	NA	"s_16"	"b"	"vaso"	"fric"	60.2795765057351	"ml"	"one"	"spanish"	"lenition"	NA	1
"21"	"sub_36"	"female"	191.34	NA	"s_32"	"b"	"bicho"	"stop"	56.3345780433053	"ml"	"two"	"spanish"	"lenition"	NA	0
"22"	"sub_36"	"female"	196.228	"disf"	"s_17"	"d"	"dedo"	"fric"	32.0598162177816	"ml"	"one"	"spanish"	"lenition"	NA	1
"23"	"sub_36"	"female"	204.092	"disf"	"s_09"	"d"	"dados"	"fric"	67.179737452733	"ml"	"two"	"spanish"	"lenition"	NA	1
"24"	"sub_36"	"female"	224.98	NA	"s_08"	"g"	"guita"	"stop"	54.914378596834	"ml"	"two"	"spanish"	"lenition"	NA	0
"25"	"sub_36"	"female"	233.916	NA	"s_10"	"d"	"damas"	"fric"	74.0628225413502	"ml"	"two"	"spanish"	"lenition"	NA	1
"26"	"sub_36"	"female"	239.735324406034	NA	"s_18"	"d"	"deuda"	"stop"	28.4783285797801	"ml"	"one"	"spanish"	"lenition"	NA	0
"27"	"sub_36"	"female"	245.012	"disf"	"s_23"	"g"	"gafas"	"stop"	51.0913164505382	"ml"	"one"	"spanish"	"lenition"	NA	0
"28"	"sub_36"	"female"	253.756	NA	"s_29"	"b"	"vaso"	"fric"	31.6535282702262	"ml"	"two"	"spanish"	"lenition"	NA	1
"29"	"sub_36"	"female"	258.036	NA	"s_08"	"g"	"guita"	"stop"	60.7386308722653	"ml"	"two"	"spanish"	"lenition"	NA	0
"30"	"sub_36"	"female"	261.644	NA	"s_22"	"g"	"guita"	"fric"	33.489853577862	"ml"	"one"	"spanish"	"lenition"	NA	1
"31"	"sub_36"	"female"	271.116	NA	"s_07"	"g"	"guiso"	"stop"	46.8020272132321	"ml"	"two"	"spanish"	"lenition"	NA	0
"32"	"sub_36"	"female"	275.636	"disf"	"s_17"	"d"	"dedo"	"fric"	33.0430480794917	"ml"	"one"	"spanish"	"lenition"	NA	1
"33"	"sub_36"	"female"	281.532	"disf"	"s_19"	"d"	"dados"	"fric"	58.3839405799722	"ml"	"one"	"spanish"	"lenition"	NA	1
"34"	"sub_36"	"female"	286.956	NA	"s_21"	"g"	"guiso"	"fric"	68.0536958730613	"ml"	"one"	"spanish"	"lenition"	NA	1
"35"	"sub_36"	"female"	291.612	"disf"	"s_05"	"g"	"gafas"	"stop"	84.7992283765393	"ml"	"two"	"spanish"	"lenition"	NA	0
"36"	"sub_36"	"female"	296.932	"disf"	"s_12"	"d"	"deuda"	"fric"	54.3262151897466	"ml"	"two"	"spanish"	"lenition"	NA	1
"37"	"sub_36"	"female"	303.356	NA	"s_16"	"b"	"vaso"	"fric"	17.1664912695633	"ml"	"one"	"spanish"	"lenition"	NA	1
"38"	"sub_36"	"female"	308.444	NA	"s_30"	"b"	"vaca"	"fric"	41.1113062413619	"ml"	"two"	"spanish"	"lenition"	NA	1
"39"	"sub_36"	"female"	313.676	NA	"s_15"	"b"	"vaca"	"fric"	47.6726941372476	"ml"	"one"	"spanish"	"lenition"	NA	1
"40"	"sub_36"	"female"	323.436	NA	"s_32"	"b"	"bicho"	"stop"	30.4123517829566	"ml"	"two"	"spanish"	"lenition"	NA	0
"41"	"sub_36"	"female"	329.164	NA	"s_24"	"g"	"gato"	"stop"	70.1133817638606	"ml"	"one"	"spanish"	"lenition"	NA	0
"42"	"sub_36"	"female"	339.444289033639	"disf"	"s_11"	"d"	"dedo"	"stop"	46.5031923628771	"ml"	"two"	"spanish"	"lenition"	NA	0
"43"	"sub_36"	"female"	345.108	"disf"	"s_13"	"b"	"bicho"	"fric"	64.6836293346951	"ml"	"one"	"spanish"	"lenition"	NA	1
"44"	"sub_36"	"female"	355.676	"disf"	"s_06"	"g"	"gato"	"stop"	32.0476058230952	"ml"	"two"	"spanish"	"lenition"	NA	0
"45"	"sub_36"	"female"	367.02	NA	"s_31"	"b"	"vino"	"fric"	41.2515277010925	"ml"	"two"	"spanish"	"lenition"	NA	1
"46"	"sub_36"	"female"	371.612	NA	"s_14"	"b"	"vino"	"fric"	44.9168700886275	"ml"	"one"	"spanish"	"lenition"	NA	1
"47"	"sub_36"	"female"	379.308130131433	"disf"	"s_09"	"d"	"dados"	"fric"	60.9658245632545	"ml"	"two"	"spanish"	"lenition"	NA	1
"48"	"sub_36"	"female"	393.916	NA	"s_20"	"d"	"damas"	"stop"	64.1976117024115	"ml"	"one"	"spanish"	"lenition"	NA	0
"49"	"sub_36"	"female"	439.028	NA	"e_12"	"d"	"decoy"	"fric"	23.0897909157193	"ml"	"two"	"english"	"lenition"	NA	1
"50"	"sub_36"	"female"	447.162138318563	NA	"e_17"	"d"	"dealer"	"stop"	25.3220508965342	"ml"	"one"	"english"	"lenition"	NA	0
"51"	"sub_36"	"female"	461.236	"disf"	"e_20"	"d"	"dollhouse"	"stop"	117.504960276506	"ml"	"one"	"english"	"lenition"	NA	0
"52"	"sub_36"	"female"	466.38	NA	"e_32"	"b"	"beaver"	"stop"	43.9960436649471	"ml"	"two"	"english"	"lenition"	NA	0
"53"	"sub_36"	"female"	470.572	NA	"e_15"	"b"	"bonnet"	"stop"	75.8156858351526	"ml"	"one"	"english"	"lenition"	NA	0
"54"	"sub_36"	"female"	474.588	NA	"e_23"	"g"	"godson"	"stop"	79.8412655786933	"ml"	"one"	"english"	"lenition"	NA	0
"55"	"sub_36"	"female"	479.676	NA	"e_06"	"g"	"garlic"	"stop"	47.9067328583369	"ml"	"two"	"english"	"lenition"	NA	0
"56"	"sub_36"	"female"	483.972	NA	"e_11"	"d"	"dealer"	"stop"	50.9375852849985	"ml"	"two"	"english"	"lenition"	NA	0
"57"	"sub_36"	"female"	488.116	NA	"e_30"	"b"	"bonnet"	"stop"	66.8753081460522	"ml"	"two"	"english"	"lenition"	NA	0
"58"	"sub_36"	"female"	492.116	NA	"e_09"	"d"	"donkey"	"stop"	45.8336419478087	"ml"	"two"	"english"	"lenition"	NA	0
