"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"	"f1"	"f2"	"f3"	"f3_f2"
"1"	"sub_19"	"female"	48.42	NA	"s_25"	"l"	"libro"	NA	50.929073531286	"ml"	"one"	"spanish"	"l_clarity"	"onset"	389.738034389505	1615	2499	884
"2"	"sub_19"	"female"	59.836	"disf"	"s_31"	"l"	"panal"	NA	81.039623823969	"ml"	"one"	"spanish"	"l_clarity"	"coda"	410.810892219286	1643.11843730985	3143.46790433412	1500.34946702427
"3"	"sub_19"	"female"	64.716	NA	"s_29"	"l"	"carril"	NA	90.4719670317888	"ml"	"one"	"spanish"	"l_clarity"	"coda"	320.692371497877	1892.91152892666	2847.92099743391	955.00946850725
"4"	"sub_19"	"female"	68.404	"disf"	"s_02"	"l"	"latas"	NA	46.8660657184046	"ml"	"two"	"spanish"	"l_clarity"	"onset"	424.319550274224	1363.2427631714	2995.2832296633	1632.0404664919
"5"	"sub_19"	"female"	102.02	"disf"	"s_13"	"l"	"panal"	NA	91.4875938524489	"ml"	"two"	"spanish"	"l_clarity"	"coda"	474.180504013404	1876.25022392069	3207.50798473194	1331.25776081125
"6"	"sub_19"	"female"	117.26	NA	"s_04"	"l"	"lima"	NA	83.6142585138759	"ml"	"two"	"spanish"	"l_clarity"	"onset"	825.250223545911	1993.19532456784	3245.12232681301	1251.92700224517
"7"	"sub_19"	"female"	133.452	"disf"	"s_26"	"l"	"lima"	NA	87.2434900953181	"ml"	"one"	"spanish"	"l_clarity"	"onset"	354.843878916409	1735.53637102499	2998.14325516416	1262.60688413917
"8"	"sub_19"	"female"	137.868	NA	"s_27"	"l"	"lapiz"	NA	104.518789735209	"ml"	"one"	"spanish"	"l_clarity"	"onset"	475.922408961483	1601.55493011247	2951.33014972853	1349.77521961606
"9"	"sub_19"	"female"	152.212	NA	"s_30"	"l"	"marfil"	NA	78.1505048589395	"ml"	"one"	"spanish"	"l_clarity"	"coda"	2151.69937449741	2835.41549440615	4234.76977693753	1399.35428253138
"10"	"sub_19"	"female"	166.372	NA	"s_16"	"l"	"marfil"	NA	40.6346450122044	"ml"	"two"	"spanish"	"l_clarity"	"coda"	351.904311961202	1823.28602966903	2695.69969186901	872.41366219998
"11"	"sub_19"	"female"	170.628	NA	"s_28"	"l"	"latas"	NA	62.7835450626719	"ml"	"one"	"spanish"	"l_clarity"	"onset"	335.866884133164	1332.20578554393	3128.97343339205	1796.76764784812
