speaker	gender	time_stamp	sent_comment	sentence	phoneme	word	word_comment	duration_ms	context	word_number	language	feature	l_position	f1	f2	f3	f3_f2
sub_07	female	888.3036124	NA	e_27	l	locker	NA	58.83428088	ml	one	english	l_clarity	onset	487.0305832	1020.839668	3007.136404	1986.296736
sub_07	female	900.7274327	NA	e_03	l	leases	NA	82.84814152	ml	two	english	l_clarity	onset	409.5897885	1208.206242	3134.589579	1926.383337
sub_07	female	905.4701358	NA	e_02	l	locket	NA	25.96090373	ml	two	english	l_clarity	onset	399.2443084	1065.121007	2878.538485	1813.417478
sub_07	female	918.5641206	disf	e_14	l	ball	NA	233.956764	ml	two	english	l_clarity	coda	801.8745683	1067.451769	3551.591419	2484.13965
sub_07	female	923.409926	NA	e_30	l	wheel	NA	61.44749626	ml	one	english	l_clarity	coda	522.3393363	1655.699359	2958.497016	1302.797657
sub_07	female	927.637118	NA	e_13	l	doll	NA	40.16353399	ml	two	english	l_clarity	coda	666.4492247	1364.983763	3175.941485	1810.957721
sub_07	female	946.1715817	NA	e_28	l	locket	NA	95.95609089	ml	one	english	l_clarity	onset	447.3736356	1202.605572	3164.01001	1961.404438
sub_07	female	955.3992324	NA	e_04	l	leeches	NA	84.66849375	ml	two	english	l_clarity	onset	371.2549892	1174.766384	3705.394777	2530.628393
sub_07	female	962.9256961	NA	e_32	l	ball	NA	53.00558469	ml	one	english	l_clarity	coda	608.9349084	973.8575442	3158.024886	2184.167342
sub_07	female	970.4521598	NA	e_26	l	leeches	NA	68.23024464	ml	one	english	l_clarity	onset	1088.815098	2674.023897	3316.896333	642.8724355
sub_07	female	978.4941347	NA	e_29	l	meal	NA	100.1068368	ml	one	english	l_clarity	coda	602.6791431	1303.872726	2966.961945	1663.089218
sub_07	female	981.8449576	NA	e_15	l	meal	NA	109.9566156	ml	two	english	l_clarity	coda	559.3446508	1457.789182	2910.571204	1452.782022
sub_07	female	993.2865406	NA	e_25	l	leases	NA	83.70727195	ml	one	english	l_clarity	onset	401.7246122	1266.940288	3387.911813	2120.971526
sub_07	female	997.2559769	NA	e_16	l	wheel	NA	112.8653326	ml	two	english	l_clarity	coda	492.8836625	1370.425753	3046.290411	1675.864658
sub_07	female	1001.483169	NA	e_31	l	doll	NA	43.62071318	ml	one	english	l_clarity	coda	701.1757148	1187.145071	3068.596321	1881.451249
sub_07	female	1044.845811	NA	s_14	l	pangal	NA	98.62492501	ml	two	spanish	l_clarity	coda	509.4735719	1762.583981	3312.194587	1549.610606
sub_07	female	1053.145541	NA	s_25	l	libro	NA	92.21012877	ml	one	spanish	l_clarity	onset	405.9278756	2174.930345	3012.270521	837.3401762
sub_07	female	1070.569819	NA	s_13	l	panal	NA	94.81708271	ml	two	spanish	l_clarity	coda	524.7268386	1465.826645	3055.365224	1589.538579
sub_07	female	1083.715354	NA	s_32	l	pangal	NA	66.6823757	ml	one	spanish	l_clarity	coda	579.0460279	1650.819309	3130.671363	1479.852054
sub_07	female	1087.530137	NA	s_04	l	lima	NA	100.9655917	ml	two	spanish	l_clarity	onset	400.2087106	1852.383715	3260.767075	1408.383361
sub_07	female	1109.145047	NA	s_16	l	marfil	NA	79.32479732	ml	two	spanish	l_clarity	coda	431.1399552	2018.659199	2921.782328	903.1231285
sub_07	female	1113.166034	NA	s_31	l	panal	NA	93.6751377	ml	one	spanish	l_clarity	coda	628.6352806	1633.906843	3215.871335	1581.964492
sub_07	female	1121.465764	NA	s_01	l	lapiz	NA	101.6108595	ml	two	spanish	l_clarity	onset	447.4169252	1574.664539	3147.761608	1573.097069
sub_07	female	1125.692955	NA	s_03	l	libro	NA	105.2692073	ml	two	spanish	l_clarity	onset	352.0801841	1935.741464	3160.78087	1225.039405
sub_07	female	1139.232092	NA	s_02	l	latas	NA	89.56482125	ml	two	spanish	l_clarity	onset	518.6073935	1503.096001	3165.424197	1662.328196
sub_07	female	1143.76859	NA	s_27	l	lapiz	NA	108.7650761	ml	one	spanish	l_clarity	onset	471.1926544	1595.979625	3133.53704	1537.557415
sub_07	female	1147.377169	NA	s_29	l	carril	NA	75.63799872	ml	one	spanish	l_clarity	coda	528.9708464	1608.531744	2927.629371	1319.097627
sub_07	female	1151.501258	NA	s_26	l	lima	NA	92.3602556	ml	one	spanish	l_clarity	onset	461.3509435	1994.205766	2885.128234	890.922468
sub_07	female	1155.212939	NA	s_15	l	carril	NA	110.2170702	ml	two	spanish	l_clarity	coda	370.6928285	1864.486269	3033.130268	1168.643999
sub_07	female	1163.048709	NA	s_28	l	latas	NA	37.65914497	ml	one	spanish	l_clarity	onset	497.5685215	1353.666282	2873.527266	1519.860984
sub_07	female	1168.20382	NA	s_30	l	marfil	NA	63.87791278	ml	one	spanish	l_clarity	coda	473.8595558	1911.608556	2765.666745	854.0581899
sub_07	female	1189.443537	NA	s_26	l	lima	NA	96.19722182	ml	one	spanish	l_clarity	onset	413.7847315	1773.329762	2913.224423	1139.89466
sub_07	female	1193.516075	NA	s_02	l	latas	NA	83.42693401	ml	two	spanish	l_clarity	onset	518.8931318	1431.086121	3156.424761	1725.338639
sub_07	female	1201.197192	NA	s_31	l	panal	NA	67.42979386	ml	one	spanish	l_clarity	coda	614.9151074	1656.014777	3189.700293	1533.685516
sub_07	female	1205.218179	NA	s_15	l	carril	NA	89.32785632	ml	two	spanish	l_clarity	coda	382.5429858	1679.700078	3044.196327	1364.496249
sub_07	female	1209.290718	NA	s_32	l	pangal	NA	73.43196686	ml	one	spanish	l_clarity	coda	577.5647224	1625.225881	3131.868789	1506.642907
sub_07	female	1217.384243	NA	s_01	l	lapiz	NA	99.66525937	ml	two	spanish	l_clarity	onset	466.3756787	1582.467585	3188.371676	1605.904091
sub_07	female	1225.905168	NA	s_03	l	libro	NA	96.34122753	ml	two	spanish	l_clarity	onset	386.2335072	2042.927709	3017.362946	974.4352374
sub_07	female	1233.38008	NA	s_25	l	libro	NA	88.78970961	ml	one	spanish	l_clarity	onset	401.6269274	1950.430151	2957.702794	1007.272643
sub_07	female	1237.658823	NA	s_29	l	carril	NA	102.9452683	ml	one	spanish	l_clarity	coda	497.8286658	1737.070763	2942.135283	1205.06452
sub_07	female	1241.937566	NA	s_13	l	panal	NA	67.98657887	ml	two	spanish	l_clarity	coda	538.0512242	1432.766426	2910.541449	1477.775023
sub_07	female	1250.495051	NA	s_16	l	marfil	NA	64.81538515	ml	two	spanish	l_clarity	coda	414.7289759	1804.460072	2775.25722	970.7971476
sub_07	female	1259.104088	NA	s_14	l	pangal	NA	87.48174992	ml	two	spanish	l_clarity	coda	525.2439819	1652.498684	2981.563368	1329.064684
sub_07	female	1274.223556	NA	s_30	l	marfil	NA	60.16803553	ml	one	spanish	l_clarity	coda	456.7952592	1793.810866	3142.024032	1348.213166
sub_07	female	1282.110878	NA	s_04	l	lima	NA	91.30390318	ml	two	spanish	l_clarity	onset	420.7973926	1648.303113	3156.316512	1508.013399
sub_07	female	1286.441171	NA	s_28	l	latas	NA	41.61629874	ml	one	spanish	l_clarity	onset	490.8065702	1444.798481	2980.560041	1535.76156
sub_07	female	1302.473569	NA	s_27	l	lapiz	NA	104.0792055	ml	one	spanish	l_clarity	onset	463.7589894	1707.04695	3007.035127	1299.988177
