speaker	language	word_number	word	spontaneous_response	uncued	cue_semantic_correct	cue_semantic_incorrect	cue_phonemic_correct	cue_phonemic_incorrect
sub_06	spanish	20	foco, bombilla	foco	x				
sub_06	spanish	21	pastel, tarta	pastel	x				
sub_06	spanish	22	reloj		x				
sub_06	spanish	23	oso		x				
sub_06	spanish	24	tenedor		x				
sub_06	spanish	25	sombrero	gorro				x	
sub_06	spanish	26	hoja		x				
sub_06	spanish	27	corbata		x				
sub_06	spanish	28	vela		x				
sub_06	spanish	29	canasta, cesta	canasta	x				
sub_06	spanish	30	payaso		x				
sub_06	spanish	31	papalote, cometa, barrilete	papalote				x	
sub_06	spanish	32	arco iris		x				
sub_06	spanish	33	bruja		x				
sub_06	spanish	34	subibaja, balancín, columpio	subibaja	x				
sub_06	spanish	35	linterna, lámpara portátil	lampara	x				
sub_06	spanish	36	nube		x				
sub_06	spanish	37	plancha		x				
sub_06	spanish	38	pluma		x				
sub_06	spanish	39	pavo real	DK					x
sub_06	spanish	40	puente		x				
sub_06	spanish	41	hueso		x				
sub_06	spanish	42	caracol		x				
sub_06	spanish	43	zíper, cierre, cremallera	ziper	x				
sub_06	spanish	44	candado		x				
sub_06	spanish	45	ballena		x				
sub_06	spanish	46	enfermera		x				
sub_06	spanish	47	jaula		x				
sub_06	spanish	48	flecha		x				
sub_06	spanish	49	rastrillo		x				
sub_06	spanish	50	serrucho, sierra	sierra	x				
sub_06	spanish	51	nido		x				
sub_06	spanish	52	enchufe		x				
sub_06	spanish	53	peluca		x				
sub_06	spanish	54	tornillo		x				
sub_06	spanish	55	rey		x				
sub_06	spanish	56	bufanda		x				
sub_06	spanish	57	pozo		x				
sub_06	spanish	58	recogedor		x				
sub_06	spanish	59	paracaídas		x				
sub_06	spanish	60	persiana	DK					x
sub_06	spanish	61	bisagra	DK					x
sub_06	spanish	62	embudo	filtro, DK					x
sub_06	spanish	63	medidor, barómetro, calibrador, manOmetro	balbula, DK					x
sub_06	spanish	64	portilla	ventana, DK					x
sub_06	spanish	65	yunque	DK			x		x
sub_06	spanish	66	 molcajete, mortero	molcajete	x				
sub_06	spanish	67	mano de mortero	piedra, machaca, DK					x
sub_06	spanish	68	eje	DK					x
sub_07	english	1	hand		x				
sub_07	english	2	dog		x				
sub_07	english	3	tree		x				
sub_07	english	4	bed		x				
sub_07	english	5	door		x				
sub_07	english	6	sun		x				
sub_07	english	7	book		x				
sub_07	english	8	butterfly		x				
sub_07	english	9	scissors		x				
sub_07	english	10	key		x				
sub_07	english	11	chair		x				
sub_07	english	12	moon		x				
sub_07	english	13	airplane		x				
sub_07	english	14	apple		x				
sub_07	english	15	fish		x				
sub_07	english	16	grapes		x				
sub_07	english	17	horse		x				
sub_07	english	18	drum		x				
sub_07	english	19	glove		x				
sub_07	english	20	lightbulb		x				
sub_07	english	21	cake		x				
sub_07	english	22	watch		x				
sub_07	english	23	bear		x				
sub_07	english	24	fork		x				
sub_07	english	25	hat		x				
sub_07	english	26	leaf		x				
sub_07	english	27	tie		x				
sub_07	english	28	candle		x				
sub_07	english	29	basket		x				
sub_07	english	30	clown		x				
sub_07	english	31	kite		x				
sub_07	english	32	rainbow		x				
sub_07	english	33	witch		x				
sub_07	english	34	seesaw		x				
sub_07	english	35	flashlight		x				
sub_07	english	36	cloud		x				
sub_07	english	37	iron		x				
sub_07	english	38	feather		x				
sub_07	english	39	peacock		x				
sub_07	english	40	bridge		x				
sub_07	english	41	bone		x				
sub_07	english	42	snail		x				
sub_07	english	43	zipper		x				
sub_07	english	44	lock		x				
sub_07	english	45	whale		x				
sub_07	english	46	nurse		x				
sub_07	english	47	cage		x				
sub_07	english	48	arrow		x				
sub_07	english	49	rake		x				
sub_07	english	50	saw		x				
sub_07	english	51	nest		x				
sub_07	english	52	plug		x				
sub_07	english	53	wig		x				
sub_07	english	54	screw	nail, DK			x		x
sub_07	english	55	king		x				
sub_07	english	56	scarf		x				
sub_07	english	57	well		x				
sub_07	english	58	dustpan	dusty, DK				x	
sub_07	english	59	parachute		x				
sub_07	english	60	blind		x				
sub_07	english	61	hinge	doorhinge	x				
sub_07	english	62	funnel		x				
sub_07	english	63	gauge, barometer, manometer	air pressure measurer			x		x
sub_07	english	64	porthole	DK					x
sub_07	english	65	anvil	metal shaper, DK			x		x
sub_07	english	66	mortar	mixing bowl, DK					x
sub_07	english	67	pestle	DK			x		
sub_07	english	68	axle	DK					x
sub_07	spanish	1	mano		x				
sub_07	spanish	2	perro		x				
sub_07	spanish	3	árbol		x				
sub_07	spanish	4	cama		x				
sub_07	spanish	5	puerta		x				
sub_07	spanish	6	sol	 	x				
sub_07	spanish	7	libro		x				
sub_07	spanish	8	mariposa		x				
sub_07	spanish	9	tijeras		x				
sub_07	spanish	10	llave		x				
sub_07	spanish	11	silla		x				
sub_07	spanish	12	luna		x				
sub_07	spanish	13	avión		x				
sub_07	spanish	14	manzana		x				
sub_07	spanish	15	pescado, pez	pescado	x				
sub_07	spanish	16	uvas		x				
sub_07	spanish	17	caballo		x				
sub_07	spanish	18	tambor					x	
sub_07	spanish	19	guante		x				
sub_07	spanish	20	foco, bombilla	foco	x				
sub_07	spanish	21	pastel, tarta	pastel	x				
sub_07	spanish	22	reloj		x				
sub_07	spanish	23	oso		x				
sub_07	spanish	24	tenedor		x				
sub_07	spanish	25	sombrero		x				
sub_07	spanish	26	hoja		x				
sub_07	spanish	27	corbata		x				
sub_07	spanish	28	vela	veladora	x				
sub_07	spanish	29	canasta, cesta	canasta	x				
sub_07	spanish	30	payaso		x				
sub_07	spanish	31	papalote, cometa, barrilete	papalote				x	
sub_07	spanish	32	arco iris		x				
sub_07	spanish	33	bruja		x				
sub_07	spanish	34	subibaja, balancín, columpio	subibaja				x	
sub_07	spanish	35	linterna, lámpara portátil	linterna				x	
sub_07	spanish	36	nube		x				
sub_07	spanish	37	plancha		x				
sub_07	spanish	38	pluma					x	
sub_07	spanish	39	pavo real	guajolote				x	
sub_07	spanish	40	puente		x				
sub_07	spanish	41	hueso		x				
sub_07	spanish	42	caracol	babosa, DK				x	
sub_07	spanish	43	zíper, cierre, cremallera	cierre	x				
sub_07	spanish	44	candado		x				
sub_07	spanish	45	ballena		x				
sub_07	spanish	46	enfermera		x				
sub_07	spanish	47	jaula		x				
sub_07	spanish	48	flecha		x				
sub_07	spanish	49	rastrillo	DK					x
sub_07	spanish	50	serrucho, sierra	serrucho	x				
sub_07	spanish	51	nido		x				
sub_07	spanish	52	enchufe		x				
sub_07	spanish	53	peluca		x				
sub_07	spanish	54	tornillo					x	
sub_07	spanish	55	rey		x				
sub_07	spanish	56	bufanda		x				
sub_07	spanish	57	pozo		x				
sub_07	spanish	58	recogedor		x				
sub_07	spanish	59	paracaídas	parabrisa				x	
sub_07	spanish	60	persiana	DK					x
sub_07	spanish	61	bisagra	DK					x
sub_07	spanish	62	embudo	DK					x
sub_07	spanish	63	medidor, barómetro, calibrador, manOmetro	DK					x
sub_07	spanish	64	portilla	DK					x
sub_07	spanish	65	yunque	hierro, DK					x
sub_07	spanish	66	 molcajete, mortero	molcajete				x	
sub_07	spanish	67	mano de mortero	machucador					x
sub_07	spanish	68	eje	DK					x
sub_08	english	1	hand		x				
sub_08	english	2	dog		x				
sub_08	english	3	tree		x				
sub_08	english	4	bed		x				
sub_08	english	5	door		x				
sub_08	english	6	sun		x				
sub_08	english	7	book		x				
sub_08	english	8	butterfly		x				
sub_08	english	9	scissors		x				
sub_08	english	10	key		x				
sub_08	english	11	chair		x				
sub_08	english	12	moon		x				
sub_08	english	13	airplane		x				
sub_08	english	14	apple		x				
sub_08	english	15	fish		x				
sub_08	english	16	grapes		x				
sub_08	english	17	horse		x				
sub_08	english	18	drum		x				
sub_08	english	19	glove		x				
sub_08	english	20	lightbulb		x				
sub_08	english	21	cake		x				
sub_08	english	22	watch		x				
sub_08	english	23	bear		x				
sub_08	english	24	fork		x				
sub_08	english	25	hat		x				
sub_08	english	26	leaf		x				
sub_08	english	27	tie		x				
sub_08	english	28	candle		x				
sub_08	english	29	basket		x				
sub_08	english	30	clown		x				
sub_08	english	31	kite		x				
sub_08	english	32	rainbow		x				
sub_08	english	33	witch		x				
sub_08	english	34	seesaw		x				
sub_08	english	35	flashlight	flashlight	x				
sub_08	english	36	cloud		x				
sub_08	english	37	iron		x				
sub_08	english	38	feather		x				
sub_08	english	39	peacock		x				
sub_08	english	40	bridge		x				
sub_08	english	41	bone		x				
sub_08	english	42	snail		x				
sub_08	english	43	zipper		x				
sub_08	english	44	lock		x				
sub_08	english	45	whale		x				
sub_08	english	46	nurse		x				
sub_08	english	47	cage		x				
sub_08	english	48	arrow		x				
sub_08	english	49	rake		x				
sub_08	english	50	saw		x				
sub_08	english	51	nest		x				
sub_08	english	52	plug		x				
sub_08	english	53	wig		x				
sub_08	english	54	screw		x				
sub_08	english	55	king		x				
sub_08	english	56	scarf		x				
sub_08	english	57	well		x				
sub_08	english	58	dustpan	DK					x
sub_08	english	59	parachute		x				
sub_08	english	60	blind		x				
sub_08	english	61	hinge		x				
sub_08	english	62	funnel		x				
sub_08	english	63	gauge, barometer, manometer	DK			x		x
sub_08	english	64	porthole	DK					x
sub_08	english	65	anvil	DK					x
sub_08	english	66	mortar	DK					x
sub_08	english	67	pestle	DK					x
sub_08	english	68	axle	DK	x				
sub_08	spanish	1	mano		x				
sub_08	spanish	2	perro		x				
sub_08	spanish	3	árbol		x				
sub_08	spanish	4	cama		x				
sub_08	spanish	5	puerta		x				
sub_08	spanish	6	sol		x				
sub_08	spanish	7	libro		x				
sub_08	spanish	8	mariposa		x				
sub_08	spanish	9	tijeras		x				
sub_08	spanish	10	llave		x				
sub_08	spanish	11	silla		x				
sub_08	spanish	12	luna		x				
sub_08	spanish	13	avión		x				
sub_08	spanish	14	manzana		x				
sub_08	spanish	15	pescado, pez	pescado	x				
sub_08	spanish	16	uvas		x				
sub_08	spanish	17	caballo		x				
sub_08	spanish	18	tambor		x				
sub_08	spanish	19	guante		x				
sub_08	spanish	20	foco, bombilla	foco	x				
sub_08	spanish	21	pastel, tarta	pastel	x				
sub_08	spanish	22	reloj		x				
sub_08	spanish	23	oso		x				
sub_08	spanish	24	tenedor		x				
sub_08	spanish	25	sombrero		x				
sub_08	spanish	26	hoja		x				
sub_08	spanish	27	corbata		x				
sub_08	spanish	28	vela		x				
sub_08	spanish	29	canasta, cesta	canasta	x				
sub_08	spanish	30	payaso		x				
sub_08	spanish	31	papalote, cometa, barrilete	papalote	x				
sub_08	spanish	32	arco iris		x				
sub_08	spanish	33	bruja		x				
sub_08	spanish	34	subibaja, balancín, columpio	subibaja	x				
sub_08	spanish	35	linterna, lámpara portátil	lampara, linterna	x				
sub_08	spanish	36	nube		x				
sub_08	spanish	37	plancha		x				
sub_08	spanish	38	pluma		x				
sub_08	spanish	39	pavo real		x				
sub_08	spanish	40	puente		x				
sub_08	spanish	41	hueso		x				
sub_08	spanish	42	caracol		x				
sub_08	spanish	43	zíper, cierre, cremallera	ziper	x				
sub_08	spanish	44	candado		x				
sub_08	spanish	45	ballena		x				
sub_08	spanish	46	enfermera		x				
sub_08	spanish	47	jaula		x				
sub_08	spanish	48	flecha		x				
sub_08	spanish	49	rastrillo	DK					x
sub_08	spanish	50	serrucho, sierra	serrucho	x				
sub_08	spanish	51	nido		x				
sub_08	spanish	52	enchufe		x				
sub_08	spanish	53	peluca		x				
sub_08	spanish	54	tornillo		x				
sub_08	spanish	55	rey		x				
sub_08	spanish	56	bufanda					x	
sub_08	spanish	57	pozo		x				
sub_08	spanish	58	recogedor		x				
sub_08	spanish	59	paracaídas		x				
sub_08	spanish	60	persiana	cortina, DK					x
sub_08	spanish	61	bisagra	DK					x
sub_08	spanish	62	embudo	tunel, DK					x
sub_08	spanish	63	medidor, barómetro, calibrador, manOmetro	medidor de presion, medidor	x				
sub_08	spanish	64	portilla	DK					x
sub_08	spanish	65	yunque	DK, hierro			x		x
sub_08	spanish	66	 molcajete, mortero	DK					x
sub_08	spanish	67	mano de mortero	DK, moledor					x
sub_08	spanish	68	eje	DK					x
sub_09	english	1	hand		x				
sub_09	english	2	dog		x				
sub_09	english	3	tree		x				
sub_09	english	4	bed		x				
sub_09	english	5	door		x				
sub_09	english	6	sun		x				
sub_09	english	7	book		x				
sub_09	english	8	butterfly		x				
sub_09	english	9	scissors		x				
sub_09	english	10	key		x				
sub_09	english	11	chair		x				
sub_09	english	12	moon		x				
sub_09	english	13	airplane		x				
sub_09	english	14	apple		x				
sub_09	english	15	fish		x				
sub_09	english	16	grapes		x				
sub_09	english	17	horse		x				
sub_09	english	18	drum		x				
sub_09	english	19	glove		x				
sub_09	english	20	lightbulb		x				
sub_09	english	21	cake		x				
sub_09	english	22	watch		x				
sub_09	english	23	bear		x				
sub_09	english	24	fork		x				
sub_09	english	25	hat		x				
sub_09	english	26	leaf		x				
sub_09	english	27	tie		x				
sub_09	english	28	candle		x				
sub_09	english	29	basket		x				
sub_09	english	30	clown		x				
sub_09	english	31	kite		x				
sub_09	english	32	rainbow		x				
sub_09	english	33	witch		x				
sub_09	english	34	seesaw		x				
sub_09	english	35	flashlight		x				
sub_09	english	36	cloud		x				
sub_09	english	37	iron		x				
sub_09	english	38	feather		x				
sub_09	english	39	peacock		x				
sub_09	english	40	bridge		x				
sub_09	english	41	bone		x				
sub_09	english	42	snail		x				
sub_09	english	43	zipper		x				
sub_09	english	44	lock		x				
sub_09	english	45	whale		x				
sub_09	english	46	nurse		x				
sub_09	english	47	cage		x				
sub_09	english	48	arrow		x				
sub_09	english	49	rake		x				
sub_09	english	50	saw		x				
sub_09	english	51	nest		x				
sub_09	english	52	plug		x				
sub_09	english	53	wig		x				
sub_09	english	54	screw		x				
sub_09	english	55	king		x				
sub_09	english	56	scarf		x				
sub_09	english	57	well		x				
sub_09	english	58	dustpan	pickuppers, sweeper thing	a			x	
sub_09	english	59	parachute		x				
sub_09	english	60	blind		x				
sub_09	english	61	hinge		x				
sub_09	english	62	funnel		x				
sub_09	english	63	gauge, barometer, manometer	sensor	g				
sub_09	english	64	porthole	titanic					dk
sub_09	english	65	anvil		x				
sub_09	english	66	mortar		x				
sub_09	english	67	pestle		x				
sub_09	english	68	axle		x				
sub_09	spanish	1	mano		x				
sub_09	spanish	2	perro		x				
sub_09	spanish	3	árbol		x				
sub_09	spanish	4	cama		x				
sub_09	spanish	5	puerta		x				
sub_09	spanish	6	sol		x				
sub_09	spanish	7	libro		x				
sub_09	spanish	8	mariposa		x				
sub_09	spanish	9	tijeras		x				
sub_09	spanish	10	llave		x				
sub_09	spanish	11	silla		x				
sub_09	spanish	12	luna		x				
sub_09	spanish	13	avión		x				
sub_09	spanish	14	manzana		x				
sub_09	spanish	15	pescado, pez		x				
sub_09	spanish	16	uvas		x				
sub_09	spanish	17	caballo		x				
sub_09	spanish	18	tambor		x				
sub_09	spanish	19	guante		x				
sub_09	spanish	20	foco, bombilla		x				
sub_09	spanish	21	pastel, tarta		x				
sub_09	spanish	22	reloj		x				
sub_09	spanish	23	oso		x				
sub_09	spanish	24	tenedor		x				
sub_09	spanish	25	sombrero	gorro, cacucha		a			
sub_09	spanish	26	hoja		x				
sub_09	spanish	27	corbata		x				
sub_09	spanish	28	vela		x				
sub_09	spanish	29	canasta, cesta		x				
sub_09	spanish	30	payaso		x				
sub_09	spanish	31	papalote, cometa, barrilete	dk				x	
sub_09	spanish	32	arco iris		x				
sub_09	spanish	33	bruja		x				
sub_09	spanish	34	subibaja, balancín, columpio	titere					x
sub_09	spanish	35	linterna, lámpara portátil		x				
sub_09	spanish	36	nube		x				
sub_09	spanish	37	plancha		x				
sub_09	spanish	38	pluma		x				
sub_09	spanish	39	pavo real		x				
sub_09	spanish	40	puente					x	
sub_09	spanish	41	hueso		x				
sub_09	spanish	42	caracol		x				
sub_09	spanish	43	zíper, cierre, cremallera		x				
sub_09	spanish	44	candado		x				
sub_09	spanish	45	ballena		x				
sub_09	spanish	46	enfermera		x				
sub_09	spanish	47	jaula		x				
sub_09	spanish	48	flecha		x				
sub_09	spanish	49	rastrillo	dk, recogedor 			x		x
sub_09	spanish	50	serrucho, sierra	sejadora			x		x
sub_09	spanish	51	nido		x				
sub_09	spanish	52	enchufe		x				
sub_09	spanish	53	peluca		x				
sub_09	spanish	54	tornillo		x				
sub_09	spanish	55	rey		x				
sub_09	spanish	56	bufanda		x				
sub_09	spanish	57	pozo	marantial, picina					x
sub_09	spanish	58	recogedor		x				
sub_09	spanish	59	paracaídas	paraguas 					x
sub_09	spanish	60	persiana					x	
sub_09	spanish	61	bisagra	ejia, bejia, 					x
sub_09	spanish	62	embudo	funel, strenador					x
sub_09	spanish	63	medidor, barómetro, calibrador, manOmetro	presionadora			dk		x
sub_09	spanish	64	portilla	ventana				a	
sub_09	spanish	65	yunque	martillo					x
sub_09	spanish	66	 molcajete, mortero		x				
sub_09	spanish	67	mano de mortero	machucador					x
sub_09	spanish	68	eje	frenos					x
sub_10	english	1	hand		x				
sub_10	english	2	dog		x				
sub_10	english	3	tree		x				
sub_10	english	4	bed		x				
sub_10	english	5	door		x				
sub_10	english	6	sun		x				
sub_10	english	7	book		x				
sub_10	english	8	butterfly		x				
sub_10	english	9	scissors		x				
sub_10	english	10	key		x				
sub_10	english	11	chair		x				
sub_10	english	12	moon		x				
sub_10	english	13	airplane		x				
sub_10	english	14	apple		x				
sub_10	english	15	fish		x				
sub_10	english	16	grapes		x				
sub_10	english	17	horse		x				
sub_10	english	18	drum		x				
sub_10	english	19	glove		x				
sub_10	english	20	lightbulb		x				
sub_10	english	21	cake		x				
sub_10	english	22	watch		x				
sub_10	english	23	bear		x				
sub_10	english	24	fork		x				
sub_10	english	25	hat		x				
sub_10	english	26	leaf		x				
sub_10	english	27	tie		x				
sub_10	english	28	candle		x				
sub_10	english	29	basket		x				
sub_10	english	30	clown		x				
sub_10	english	31	kite		x				
sub_10	english	32	rainbow		x				
sub_10	english	33	witch		x				
sub_10	english	34	seesaw		x				
sub_10	english	35	flashlight		x				
sub_10	english	36	cloud		x				
sub_10	english	37	iron		x				
sub_10	english	38	feather		x				
sub_10	english	39	peacock		x				
sub_10	english	40	bridge		x				
sub_10	english	41	bone		x				
sub_10	english	42	snail		x				
sub_10	english	43	zipper		x				
sub_10	english	44	lock		x				
sub_10	english	45	whale		x				
sub_10	english	46	nurse		x				
sub_10	english	47	cage		x				
sub_10	english	48	arrow		x				
sub_10	english	49	rake		x				
sub_10	english	50	saw		x				
sub_10	english	51	nest		x				
sub_10	english	52	plug			x			
sub_10	english	53	wig		x				
sub_10	english	54	screw		x				
sub_10	english	55	king		x				
sub_10	english	56	scarf		x				
sub_10	english	57	well		x				
sub_10	english	58	dustpan	sweeper. Picker upper, duster	a				x
sub_10	english	59	parachute		x				
sub_10	english	60	blind		x				
sub_10	english	61	hinge		x				
sub_10	english	62	funnel		x				
sub_10	english	63	gauge, barometer, manometer	air pressure	x				
sub_10	english	64	porthole		a				x
sub_10	english	65	anvil				dk		x
sub_10	english	66	mortar						x
sub_10	english	67	pestle						x
sub_10	english	68	axle						x
sub_10	spanish	1	mano		x				
sub_10	spanish	2	perro		x				
sub_10	spanish	3	árbol		x				
sub_10	spanish	4	cama		x				
sub_10	spanish	5	puerta		x				
sub_10	spanish	6	sol		x				
sub_10	spanish	7	libro		x				
sub_10	spanish	8	mariposa		x				
sub_10	spanish	9	tijeras		x				
sub_10	spanish	10	llave		x				
sub_10	spanish	11	silla		x				
sub_10	spanish	12	luna		x				
sub_10	spanish	13	avión		x				
sub_10	spanish	14	manzana		x				
sub_10	spanish	15	pescado, pez		x				
sub_10	spanish	16	uvas		x				
sub_10	spanish	17	caballo		x				
sub_10	spanish	18	tambor		x				
sub_10	spanish	19	guante		x				
sub_10	spanish	20	foco, bombilla	luz	s			x	
sub_10	spanish	21	pastel, tarta		x				
sub_10	spanish	22	reloj		x				
sub_10	spanish	23	oso		x				
sub_10	spanish	24	tenedor		x				
sub_10	spanish	25	sombrero		x				
sub_10	spanish	26	hoja						x
sub_10	spanish	27	corbata		x				
sub_10	spanish	28	vela		x				
sub_10	spanish	29	canasta, cesta		x				
sub_10	spanish	30	payaso		x				
sub_10	spanish	31	papalote, cometa, barrilete						dk
sub_10	spanish	32	arco iris		x				
sub_10	spanish	33	bruja		x				
sub_10	spanish	34	subibaja, balancín, columpio						dk
sub_10	spanish	35	linterna, lámpara portátil	luz					dk
sub_10	spanish	36	nube	cielo				x	
sub_10	spanish	37	plancha		x				
sub_10	spanish	38	pluma					x	
sub_10	spanish	39	pavo real	pajaro					dk
sub_10	spanish	40	puente					x	
sub_10	spanish	41	hueso		x				
sub_10	spanish	42	caracol						dk
sub_10	spanish	43	zíper, cierre, cremallera		x				
sub_10	spanish	44	candado						dk
sub_10	spanish	45	ballena		x				
sub_10	spanish	46	enfermera		x				
sub_10	spanish	47	jaula		x				
sub_10	spanish	48	flecha						dk
sub_10	spanish	49	rastrillo	escoba					dk
sub_10	spanish	50	serrucho, sierra						dk
sub_10	spanish	51	nido						dk
sub_10	spanish	52	enchufe		x				
sub_10	spanish	53	peluca		x				
sub_10	spanish	54	tornillo		x				
sub_10	spanish	55	rey		x				
sub_10	spanish	56	bufanda		x				
sub_10	spanish	57	pozo	fuente					dk
sub_10	spanish	58	recogedor	escoba	x				
sub_10	spanish	59	paracaídas	parasol	x				
sub_10	spanish	60	persiana	pantalla	x				
sub_10	spanish	61	bisagra						dk
sub_10	spanish	62	embudo						dk
sub_10	spanish	63	medidor, barómetro, calibrador, manOmetro				dk		dk
sub_10	spanish	64	portilla	ventana, puerta					dk
sub_10	spanish	65	yunque				dk		dk
sub_10	spanish	66	 molcajete, mortero	machacador					dk
sub_10	spanish	67	mano de mortero						dk
sub_10	spanish	68	eje						dk
sub_11	english	1	hand		x				
sub_11	english	2	dog		x				
sub_11	english	3	tree		x				
sub_11	english	4	bed		x				
sub_11	english	5	door		x				
sub_11	english	6	sun		x				
sub_11	english	7	book		x				
sub_11	english	8	butterfly		x				
sub_11	english	9	scissors		x				
sub_11	english	10	key		x				
sub_11	english	11	chair		x				
sub_11	english	12	moon		x				
sub_11	english	13	airplane		x				
sub_11	english	14	apple		x				
sub_11	english	15	fish		x				
sub_11	english	16	grapes		x				
sub_11	english	17	horse		x				
sub_11	english	18	drum		x				
sub_11	english	19	glove		x				
sub_11	english	20	lightbulb		x				
sub_11	english	21	cake		x				
sub_11	english	22	watch		x				
sub_11	english	23	bear		x				
sub_11	english	24	fork		x				
sub_11	english	25	hat		x				
sub_11	english	26	leaf		x				
sub_11	english	27	tie		x				
sub_11	english	28	candle		x				
sub_11	english	29	basket		x				
sub_11	english	30	clown		x				
sub_11	english	31	kite		x				
sub_11	english	32	rainbow		x				
sub_11	english	33	witch		x				
sub_11	english	34	seesaw						dk
sub_11	english	35	flashlight	flashbulb	x				
sub_11	english	36	cloud		x				
sub_11	english	37	iron		x				
sub_11	english	38	feather		x				
sub_11	english	39	peacock		x				
sub_11	english	40	bridge		x				
sub_11	english	41	bone		x				
sub_11	english	42	snail		x				
sub_11	english	43	zipper		x				
sub_11	english	44	lock		x				
sub_11	english	45	whale		x				
sub_11	english	46	nurse		x				
sub_11	english	47	cage		x				
sub_11	english	48	arrow		x				
sub_11	english	49	rake		x				
sub_11	english	50	saw		x				
sub_11	english	51	nest		x				
sub_11	english	52	plug		x				
sub_11	english	53	wig		x				
sub_11	english	54	screw		x				
sub_11	english	55	king		x				
sub_11	english	56	scarf		x				
sub_11	english	57	well					x	
sub_11	english	58	dustpan	duster	a				
sub_11	english	59	parachute						x
sub_11	english	60	blind	blinders	x				
sub_11	english	61	hinge						x
sub_11	english	62	funnel		x				
sub_11	english	63	gauge, barometer, manometer						dk
sub_11	english	64	porthole						dk
sub_11	english	65	anvil						dk
sub_11	english	66	mortar	mixing bowl					dk
sub_11	english	67	pestle	handle					dk
sub_11	english	68	axle	rail					dk
sub_11	spanish	1	mano		x				
sub_11	spanish	2	perro		x				
sub_11	spanish	3	árbol		x				
sub_11	spanish	4	cama		x				
sub_11	spanish	5	puerta		x				
sub_11	spanish	6	sol		x				
sub_11	spanish	7	libro		x				
sub_11	spanish	8	mariposa		x				
sub_11	spanish	9	tijeras		x				
sub_11	spanish	10	llave		x				
sub_11	spanish	11	silla		x				
sub_11	spanish	12	luna		x				
sub_11	spanish	13	avión		x				
sub_11	spanish	14	manzana		x				
sub_11	spanish	15	pescado, pez		x				
sub_11	spanish	16	uvas		x				
sub_11	spanish	17	caballo		x				
sub_11	spanish	18	tambor		x				
sub_11	spanish	19	guante		x				
sub_11	spanish	20	foco, bombilla		x				
sub_11	spanish	21	pastel, tarta		x				
sub_11	spanish	22	reloj		x				
sub_11	spanish	23	oso		x				
sub_11	spanish	24	tenedor		x				
sub_11	spanish	25	sombrero		x				
sub_11	spanish	26	hoja		x				
sub_11	spanish	27	corbata		x				
sub_11	spanish	28	vela		x				
sub_11	spanish	29	canasta, cesta		x				
sub_11	spanish	30	payaso		x				
sub_11	spanish	31	papalote, cometa, barrilete		x				
sub_11	spanish	32	arco iris		x				
sub_11	spanish	33	bruja		x				
sub_11	spanish	34	subibaja, balancín, columpio		x				
sub_11	spanish	35	linterna, lámpara portátil		x				
sub_11	spanish	36	nube		x				
sub_11	spanish	37	plancha		x				
sub_11	spanish	38	pluma		x				
sub_11	spanish	39	pavo real		x				
sub_11	spanish	40	puente		x				
sub_11	spanish	41	hueso		x				
sub_11	spanish	42	caracol		x				
sub_11	spanish	43	zíper, cierre, cremallera		x				
sub_11	spanish	44	candado	seguro		a			
sub_11	spanish	45	ballena		x				
sub_11	spanish	46	enfermera		x				
sub_11	spanish	47	jaula		x				
sub_11	spanish	48	flecha		x				
sub_11	spanish	49	rastrillo						x
sub_11	spanish	50	serrucho, sierra		x				
sub_11	spanish	51	nido		x				
sub_11	spanish	52	enchufe		x				
sub_11	spanish	53	peluca		x				
sub_11	spanish	54	tornillo		x				
sub_11	spanish	55	rey		x				
sub_11	spanish	56	bufanda		x				
sub_11	spanish	57	pozo		x				
sub_11	spanish	58	recogedor	sacudidor	x				
sub_11	spanish	59	paracaídas		x				
sub_11	spanish	60	persiana		x				
sub_11	spanish	61	bisagra		x				
sub_11	spanish	62	embudo	cono					x
sub_11	spanish	63	medidor, barómetro, calibrador, manOmetro						x
sub_11	spanish	64	portilla	ventana					dk
sub_11	spanish	65	yunque						dk
sub_11	spanish	66	 molcajete, mortero		x				
sub_11	spanish	67	mano de mortero						dk
sub_11	spanish	68	eje	reel					dk
sub_12	english	1	hand		x				
sub_12	english	2	dog		x				
sub_12	english	3	tree		x				
sub_12	english	4	bed		x				
sub_12	english	5	door		x				
sub_12	english	6	sun		x				
sub_12	english	7	book		x				
sub_12	english	8	butterfly		x				
sub_12	english	9	scissors		x				
sub_12	english	10	key		x				
sub_12	english	11	chair		x				
sub_12	english	12	moon		x				
sub_12	english	13	airplane		x				
sub_12	english	14	apple		x				
sub_12	english	15	fish		x				
sub_12	english	16	grapes		x				
sub_12	english	17	horse		x				
sub_12	english	18	drum		x				
sub_12	english	19	glove		x				
sub_12	english	20	lightbulb		x				
sub_12	english	21	cake		x				
sub_12	english	22	watch		x				
sub_12	english	23	bear		x				
sub_12	english	24	fork		x				
sub_12	english	25	hat		x				
sub_12	english	26	leaf		x				
sub_12	english	27	tie		x				
sub_12	english	28	candle		x				
sub_12	english	29	basket		x				
sub_12	english	30	clown		x				
sub_12	english	31	kite		x				
sub_12	english	32	rainbow		x				
sub_12	english	33	witch		x				
sub_12	english	34	seesaw		x				
sub_12	english	35	flashlight		x				
sub_12	english	36	cloud		x				
sub_12	english	37	iron		x				
sub_12	english	38	feather		x				
sub_12	english	39	peacock	ostrich 					dk
sub_12	english	40	bridge		x				
