word	f1	f2	f3
l_lima	391.81140576765927	1445.6705264020165	2673.7904628178317
l_locket	351.3179390161335	966.7709850997022	2282.044591301403
l_libro	321.67784145944995	1633.7609729375279	2592.021747126666
l_marfil	388.99434606288304	1496.4747169460393	2738.7740976709256
l_latas	352.4294001973701	1288.4667953492446	2477.6520758180486
l_ball	871.6644370257561	2357.0998971922018	3566.7791227377857
l_pangal	376.8966713864996	1282.1041737794337	2523.1357006705757
l_leases	335.80637556694154	1179.759814521311	2516.2042325856396
l_carril	394.6735645962885	1580.519978883057	2630.4011071098403
l_panal	422.1734333020149	1443.1899569270226	2422.9239960349105
l_meal	466.86845312407826	1136.1482803939991	2411.1163082143958
l_leeches	313.6720100719612	1032.4053400128766	2565.022666123641
l_locker	399.6968965263039	935.702570942641	2399.8957808048835
l_wheel	458.0308331813779	1061.804965565756	2551.9963633655093
l_lapiz	331.10357802180135	1454.9481570364237	2582.8437006221843
l_doll	457.01361478668304	986.7138527633903	2524.3029128086896
l_meal	435.3142345493951	1154.7190598436925	2487.598404363543
l_marfil	383.4476429619837	1550.9029879550583	2575.005905087894
l_carril	1065.433051613231	2140.554191072285	3215.1525144431453
l_latas	369.0667756048701	1336.9019848499556	2509.4669665857
l_ball	451.6726621361093	946.3286486800398	2414.7235758598695
l_panal	337.60234725127043	1391.5481202555109	2408.483715340837
l_lima	412.2111281233222	1439.9436017938106	2759.527812656573
l_libro	310.81589331568614	1678.660490796563	2683.2473322389615
l_leases	343.36520330988674	1415.5297459147687	2606.527273762265
l_doll	411.2756213330605	1059.423945865244	2483.6295380837537
l_lapiz	355.7270068738141	1458.754327801168	2517.8290159377198
l_wheel	422.6788204126118	1062.1193184305403	2483.9026390623612
l_locket	418.02197260849374	956.3949241464476	2384.4695164288537
l_leeches	339.986246865562	1202.0434461911032	2522.939262231077
l_locker	972.5150998523153	2433.428542816828	3415.7180874882106
l_pangal	413.5656110240178	1426.7148087436615	2441.79265012021
l_marfil	326.5705448256025	1631.527812384678	2751.508371781077
l_carril	336.47099041148573	1606.5158417676594	2678.899103580027
l_panal	419.0842497902747	1367.601789401727	2617.6798675073856
l_ball	538.0724728769706	1135.7680567573423	2432.1129311896393
l_doll	516.407960798122	910.3636922885685	2386.199794916561
l_pangal	361.2609218107952	1436.0998624105016	2700.4452671517743
l_locket	394.8924849489847	1041.8573345768978	2642.9490320893938
l_wheel	453.7940008536324	1187.9598505669576	2577.1067224570693
l_lima	397.1341162911511	1576.9486965841309	2453.260461694753
l_leases	316.10109441767196	1209.377311959529	2585.421396749685
l_lapiz	387.6982081351106	1541.806961537909	2557.2702828919605
l_leeches	373.1688015228712	1183.1062488997657	2532.4675673649804
l_meal	490.5758618969207	1112.1424356679656	2376.7318300688503
l_latas	353.17646407354204	1441.5127930265357	2405.418270580147
l_locker	330.691734313927	1084.5930765812484	2546.4476367847606
l_libro	325.0095096140522	1647.6693883349387	2463.7938743364575
l_wheel	461.23870322345755	1114.5430882731755	2650.4488983527685
l_lapiz	370.50759339769206	1544.0132558700218	2706.6544305298207
l_panal	392.3307410883832	1436.8783605728206	2540.9660629300615
l_libro	361.25895897325245	1578.0808199481592	2392.314971044781
l_ball	521.8353993582875	930.6185331833698	2472.6023050184494
l_latas	330.2575909142757	1388.8724566815192	2561.4154245195555
l_leeches	313.52151853689605	1112.3129623670307	2594.1090414001824
l_marfil	345.55946858786774	1618.797468325822	2569.282543607795
l_carril	367.26041565479784	1585.9808235949743	2481.325312539233
l_pangal	396.5058189340956	1437.5921572272957	2520.717543947323
l_locket	327.5920742674884	1029.8629215482804	2552.3480823667537
l_meal	489.9159233011368	1185.10729469667	2889.962535684725
l_locker	362.55788995418123	1162.698787792607	2573.120883336165
l_doll	506.7443369512165	899.4239901977437	2539.3948274084955
l_leases	316.6762270281159	1148.6030213572615	2618.94734951564
l_lima	349.0862076387976	1622.933414127722	2446.478306341768
l_libro	358.10111031527106	1888.0271160941682	2531.1214918975647
l_latas	339.2779131084819	1313.0426293051983	2509.124731387522
l_carril	392.7749024076972	1619.420359058046	2643.558874619229
l_libro	327.43383790609516	1716.4761203861685	2722.4952265969646
l_lima	413.4164040159265	1550.6285371284725	2496.566947870568
l_lapiz	364.24558006737226	1535.117044661149	2567.786829874782
l_marfil	344.54111886820505	1597.8257926904362	2709.4892230556106
l_panal	424.83913408237675	1532.3493665873305	2546.21787090308
l_lapiz	312.37098165957616	1508.5072473553116	2717.104337521729
l_carril	739.4025377296025	2028.044787336285	2989.6965465111366
l_marfil	292.08784771270456	1661.128654521591	2585.6858706425633
l_pangal	360.7563145284412	1474.3006575131105	2370.8753710125757
l_latas	370.6686749368753	1302.2497515398668	2465.877674327626
l_lima	384.0749941511467	1506.6647578211578	2487.048747945854
