speaker	gender	time_stamp	sentence
sub_23	female	31.436	csse_02
sub_23	female	37.276	csse_11
sub_23	female	43.684	csse_30
sub_23	female	49.11599999999999	csse_07_disf
sub_23	female	56.355999999999995	csse_29
sub_23	female	62.867999999999995	csse_13
sub_23	female	68.58	csse_06_disf
sub_23	female	76.80122392891175	csse_25
sub_23	female	82.29200000000002	csse_31_disf
sub_23	female	89.18000000000002	csse_19_disf
sub_23	female	99.9	csse_18
sub_23	female	110.06000000000002	csse_10_disf
sub_23	female	117.06800000000001	csse_05
sub_23	female	124.16400000000002	csse_01
sub_23	female	132.94000000000003	csse_22
sub_23	female	139.82000000000002	csse_32
sub_23	female	145.428	csse_04
sub_23	female	150.41199999999998	csse_15_disf
sub_23	female	156.45999999999998	csse_12
sub_23	female	160.796	csse_03
sub_23	female	166.45999999999998	csse_23
sub_23	female	172.212	csse_24
sub_23	female	177.164	csse_08_disf
sub_23	female	182.868	csse_26_disf
sub_23	female	189.908	csse_21_disf
sub_23	female	197.10799999999998	csse_27
sub_23	female	202.892	csse_28_disf
sub_23	female	209.60399999999998	csse_20
sub_23	female	215.13199999999998	csse_14
sub_23	female	223.236	csse_16
sub_23	female	228.756	csse_17
sub_23	female	235.19211028755592	csse_09_disf
sub_23	female	243.43599999999998	csse_26
sub_23	female	249.164	csse_19
sub_23	female	254.36399999999998	csse_03
sub_23	female	258.49999999999994	csse_32
sub_23	female	262.612	csse_08
sub_23	female	266.404	csse_11
sub_23	female	271.404	csse_21
sub_23	female	277.404	csse_05
sub_23	female	281.94800000000004	csse_09
sub_23	female	287.916	csse_15
sub_23	female	292.82	csse_12
sub_23	female	297.012	csse_04
sub_23	female	301.492	csse_16
sub_23	female	305.772	csse_25
sub_23	female	309.684	csse_02
sub_23	female	313.70000000000005	csse_07_disf
sub_23	female	319.55600000000004	csse_24_disf
sub_23	female	325.076	csse_10
sub_23	female	329.444	csse_28
sub_23	female	334.3	csse_01
sub_23	female	338.716	csse_20
sub_23	female	342.66	csse_31
sub_23	female	346.53200000000004	csse_27
sub_23	female	351.3	csse_23_disf
sub_23	female	356.43600000000004	csse_14
sub_23	female	362.47549598923297	csse_18
sub_23	female	367.48880631340336	csse_29
sub_23	female	379.308	csse_30
sub_23	female	385.276	csse_22_disf
sub_23	female	389.62800000000004	csse_17
sub_23	female	393.62800000000004	csse_13
sub_23	female	397.908	csse_06_disf
sub_23	female	459.96459701041044	cses_08_disf
sub_23	female	465.82800000000003	cses_10
sub_23	female	469.348	cses_26
sub_23	female	473.48400000000004	cses_27_disf
sub_23	female	477.94	cses_13
sub_23	female	482.98	cses_23_disf
sub_23	female	487.94	cses_11
sub_23	female	492.764	cses_21_disf
sub_23	female	497.26800000000003	cses_09_disf
sub_23	female	503.764	cses_06_disf
sub_23	female	509.324	cses_31
sub_23	female	514.284	cses_18
sub_23	female	518.524	cses_32
sub_23	female	522.948	cses_19
sub_23	female	528.268	cses_22
sub_23	female	532.3960000000001	cses_03
sub_23	female	536.94	cses_02
sub_23	female	541.748	cses_17
sub_23	female	545.956	cses_07
sub_23	female	550.388	cses_24
sub_23	female	554.636	cses_20_disf
sub_23	female	561.508	cses_30
sub_23	female	566.308	cses_28
sub_23	female	570.668	cses_05_disf
sub_23	female	577.124	cses_14_disf
sub_23	female	583.46	cses_12
sub_23	female	590.42	cses_16
sub_23	female	594.644	cses_04
sub_23	female	599.732	cses_01_disf
sub_23	female	605.476	cses_25
sub_23	female	610.028	cses_29
sub_23	female	615.572	cses_15
sub_23	female	620.788	cses_28
sub_23	female	625.604	cses_12
sub_23	female	631.3480000000001	cses_07
sub_23	female	635.636	cses_24
sub_23	female	639.436	cses_14
sub_23	female	644.044	cses_06
sub_23	female	648.708	cses_32
sub_23	female	653.58	cses_16
sub_23	female	657.596	cses_29
sub_23	female	662.532	cses_25
sub_23	female	666.772	cses_04
sub_23	female	671.628	cses_01
sub_23	female	676.3960000000001	cses_21
sub_23	female	679.964	cses_02
sub_23	female	684.484	cses_11
sub_23	female	689.236	cses_30
sub_23	female	694.164	cses_17
sub_23	female	699.588	cses_15_disf
sub_23	female	705.492	cses_03
sub_23	female	711.060612867232	cses_23
sub_23	female	715.572	cses_20
sub_23	female	720.356	cses_10
sub_23	female	724.676	cses_27
sub_23	female	728.94	cses_22
sub_23	female	733.292	cses_18
sub_23	female	742.94	cses_09_disf
sub_23	female	748.612	cses_31
sub_23	female	753.268	cses_26
sub_23	female	757.692	cses_13
sub_23	female	762.268	cses_19
sub_23	female	766.828	cses_08
sub_23	female	770.692	cses_05
sub_23	female	824.5837787333372	e_01
sub_23	female	829.0840000000001	e_26
sub_23	female	833.428	e_32
sub_23	female	837.38	e_04
sub_23	female	841.764	e_30
sub_23	female	846.332	e_27_disf
sub_23	female	851.556	e_13
sub_23	female	856.044	e_03
sub_23	female	860.732	e_23
sub_23	female	865.292	e_11
sub_23	female	869.284	e_05
sub_23	female	873.572	e_25
sub_23	female	877.86	e_02
sub_23	female	883.004	e_06
sub_23	female	886.748	e_28_disf
sub_23	female	892.244	e_29
sub_23	female	896.3720000000001	e_20
sub_23	female	901.028	e_12
sub_23	female	905.5413860775493	e_07
sub_23	female	910.5190013501722	e_17
sub_23	female	915.1158154543976	e_09
sub_23	female	920.0600000000001	e_15
sub_23	female	924.02	e_14
sub_23	female	928.1165924202778	e_24
sub_23	female	932.1	e_16
sub_23	female	936.4126178746493	e_08
sub_23	female	941.1197720567809	e_21
sub_23	female	945.906986745205	e_19
sub_23	female	950.86	e_31
sub_23	female	956.6782197941594	e_18
sub_23	female	963.86	e_10
sub_23	female	968.1560000000001	e_22
sub_23	female	972.612	e_28
sub_23	female	976.612	e_05
sub_23	female	981.22	e_15
sub_23	female	985.388	e_27
sub_23	female	990.988	e_29
sub_23	female	995.74	e_03
sub_23	female	1000.9	e_19
sub_23	female	1004.764	e_30
sub_23	female	1009.34	e_25
sub_23	female	1013.58	e_04
sub_23	female	1017.756	e_18
sub_23	female	1021.428	e_26
sub_23	female	1025.332	e_11
sub_23	female	1029.0120000000002	e_23
sub_23	female	1033.476	e_20
sub_23	female	1037.7	e_02
sub_23	female	1042.508	e_13
sub_23	female	1047.036	e_24
sub_23	female	1051.06	e_12
sub_23	female	1055.292	e_32
sub_23	female	1059.204	e_06
sub_23	female	1062.404	e_22
sub_23	female	1066.284	e_10
sub_23	female	1070.244	e_21
sub_23	female	1074.036	e_09
sub_23	female	1078.148	e_16
sub_23	female	1082.132	e_08_disf
sub_23	female	1086.924	e_07
sub_23	female	1091.532	e_31
sub_23	female	1096.084	e_14
sub_23	female	1099.956	e_01
sub_23	female	1103.66	e_17
sub_23	female	1155.052	s_09
sub_23	female	1158.516	s_24
sub_23	female	1162.372	s_11
sub_23	female	1167.996	s_02
sub_23	female	1173.796	s_31
sub_23	female	1177.844	s_32
sub_23	female	1183.5240000000001	s_22
sub_23	female	1188.263824217378	s_18
sub_23	female	1193.412	s_20
sub_23	female	1197.82	s_25
sub_23	female	1201.948	s_19
sub_23	female	1206.092	s_14_disf
sub_23	female	1211.212	s_13
sub_23	female	1218.228	s_16
sub_23	female	1222.724	s_27
sub_23	female	1226.628	s_01
sub_23	female	1232.036	s_04
sub_23	female	1236.2192970521542	s_29
sub_23	female	1240.372	s_17_disf
sub_23	female	1246.7640000000001	s_28_disf
sub_23	female	1252.156	s_10
sub_23	female	1256.692	s_07
sub_23	female	1261.8120000000001	s_23
sub_23	female	1265.6680000000001	s_26
sub_23	female	1269.436	s_08
sub_23	female	1273.044	s_21_disf
sub_23	female	1277.332	s_30
sub_23	female	1281.316	s_15_disf
sub_23	female	1286.1	s_12_disf
sub_23	female	1292.508	s_06
sub_23	female	1296.484	s_03
sub_23	female	1299.332	s_05_disf
sub_23	female	1304.636	s_12
sub_23	female	1308.924	s_22
sub_23	female	1313.26	s_07
sub_23	female	1317.7640000000001	s_16
sub_23	female	1321.444	s_03
sub_23	female	1324.636	s_11
sub_23	female	1328.7160000000001	s_17_disf
sub_23	female	1333.604	s_27
sub_23	female	1337.052	s_26_disf
sub_23	female	1342.452	s_31
sub_23	female	1346.5720000000001	s_10
sub_23	female	1350.98	s_21
sub_23	female	1354.652	s_02
sub_23	female	1358.948	s_01_disf
sub_23	female	1363.788	s_04
sub_23	female	1367.964	s_06_disf
sub_23	female	1375.06	s_20
sub_23	female	1379.9	s_08
sub_23	female	1384.036	s_30
sub_23	female	1388.6200000000001	s_25
sub_23	female	1392.868	s_15_disf
sub_23	female	1399.284	s_29
sub_23	female	1403.124	s_05
sub_23	female	1407.316	s_23
sub_23	female	1410.8600000000001	s_28
sub_23	female	1415.308	s_19_disf
sub_23	female	1420.34	s_18
