word	f1	f2	f3
l_lapiz	463.65432154660397	2011.9854161754026	3075.8372966326124
l_lima	412.81620142421565	2242.553953260913	3057.4632329132323
l_marfil	421.94720503462366	1917.2631314863506	3235.2014807664405
l_locket	552.3667968634223	1312.4593318080092	3269.5586320325615
l_meal	585.55885738583	1481.6874051702152	3465.6054498848375
l_latas	437.2570887764344	1802.9645316420074	3278.880372992234
l_leeches	405.6376031720119	1634.2964264530071	3370.5293354218143
l_libro	393.7719216952293	2606.8273392408496	3170.2255740262603
l_ball	628.3046524360606	1215.5985871294556	3336.983971159677
l_carril	412.63243392977256	2125.2664576879724	3297.3271746164546
l_wheel	549.5231584054923	1297.9708443958575	3363.2423860980844
l_leases	376.6618773760048	1895.5017439377393	3288.585383046511
l_panal	683.4301557375954	1873.3459229099265	3346.083262900076
l_pangal	585.1710280853541	1869.2292448081669	2892.341018758843
l_locker	457.3675259857413	1213.16712778066	2854.02781669327
l_doll	503.9895610631014	1139.6417382691297	3541.985353637935
l_doll	568.4118825469716	1182.98226759607	3386.4554259589113
l_panal	608.6458848826028	2004.0216369458885	3233.4144161303902
l_leeches	320.377670139229	2392.2185011060988	3111.865673901759
l_ball	642.2230692157846	1217.3411069927631	3412.435585978773
l_latas	389.4687507517401	1811.4224357458165	3164.7589917908886
l_lapiz	411.6069020474919	2032.6582746766167	3297.5542223975044
l_libro	370.17239083362716	2230.4392309320965	3274.0536099158217
l_meal	542.2036030039131	1509.6774033499785	3541.4187691041684
l_lima	398.88110267929824	2086.0282059798774	3268.5376071792016
l_locker	446.3303029324987	1276.1132260872266	3282.598752559825
l_pangal	550.9893406470932	1856.320538889119	2952.164559340523
l_carril	418.82723160684037	2019.936295695617	3059.064094169102
l_locket	563.772916174181	1264.977601506198	3341.3769391244655
l_wheel	565.6866040329238	1396.6149035553435	3338.396907928786
l_leases	399.98345787104097	1871.3505280017491	3291.5445422393964
l_marfil	401.57145367233085	1932.0123013720054	3259.092516248253
l_meal	774.9073410961471	1501.4094975383719	3590.5719427124855
l_doll	624.3558987628445	1112.872333738022	3416.2212363728477
l_locket	586.6974807179619	1518.7484131080835	3269.232688589862
l_lapiz	499.35546772218896	1962.082223685097	3228.4278662536567
l_carril	385.4503869007673	1893.1673792250435	2946.3557258160095
l_leases	441.76051971495474	1973.7715986238156	3162.7640835034013
l_latas	498.39344851109917	1850.0190474764509	3225.6647829807252
l_wheel	708.323880390181	1457.4641359800637	3448.528316106693
l_marfil	370.1505975423776	1972.8815935331006	3001.6598242213163
l_locker	482.8562389590346	1708.9597478003598	3184.2512900725965
l_lima	394.136942637455	2130.6038786137747	3194.108849711536
l_libro	274.31990092159253	1993.3174490095194	3073.7606061420365
l_panal	502.7850335507219	1799.3378796294346	2945.6332673031393
l_pangal	421.4010597927565	1704.9375708002422	3156.854134548214
l_leeches	434.40324813439264	1778.175712375252	3361.74187689926
l_ball	732.1319352213928	1205.5661821615752	3360.4779121777106
l_marfil	378.6320887556193	1906.4446527161451	3179.127491077569
l_ball	819.9484955158356	1465.5725297193796	3103.080497318328
l_doll	671.1370986756696	1157.2813757572535	3194.1631459915725
l_lima	358.30049107683374	2055.3989160683204	3159.798334553498
l_panal	521.3994171527136	1731.2618795085805	3089.93437344662
l_locket	485.16743577856386	1385.6089973489106	3407.4632428866826
l_leeches	438.0707887555809	1979.9747118347439	3255.103545254443
l_meal	715.9830180664717	1572.2077496174463	3401.9651365129125
l_carril	332.9687041217668	2138.66760678405	2955.8120245799414
l_lapiz	482.6938689703868	1990.5635457934825	3135.630873461366
l_libro	341.6499437388615	1801.981417522299	3233.0314097219525
l_wheel	725.9006948624976	1367.1946152090102	3472.402290467204
l_locker	478.41406347523395	1641.2842397442134	3053.6480985793364
l_pangal	429.5801153145787	1679.8339324916674	2820.1216794984616
l_latas	393.39253402850477	1726.8477299161352	3203.201123588287
l_leases	431.6920026443143	1830.4994237704107	3284.8395292389914
l_lapiz	472.8364257171205	1654.3017542294988	3214.811428375216
l_latas	557.4314285784006	1864.3397116244926	3156.3646651409986
l_marfil_MISSING	1861.3263950525693	2891.5332412516454	3643.2264204029307
l_lima	425.1254357853753	1750.6889624961618	3007.1841287292555
l_latas	493.8512862177289	1747.896818114141	3055.2855999809053
l_pangal	513.2908469961543	2274.9372319279423	3084.1002305630636
l_carril	410.09777985318965	1965.2998376906987	3215.200899266925
l_libro	430.94468264802515	2617.2695331903847	3198.7785599794074
l_panal	506.1174360013786	1890.4872418052494	3271.718630510051
l_lima	327.0544152414042	2003.2969559960084	3090.661114625777
l_pangal	429.8068044014139	1913.8898601466826	3128.1952064244
l_carril	393.709379790785	2102.182188265842	2879.68696510666
l_lapiz	486.57324920002526	1683.7045606884885	2964.3010662348324
l_marfil	439.5588975237533	1861.3771627205551	3054.178970249245
l_libro	382.11498323219695	2061.11660674812	3129.5239111488163
l_panal	543.8953856910738	2034.2450202875089	3114.9100396898148
l_marfil	415.37680709161674	1840.7014816295969	3045.701212171389
l_pangal	402.6693324740057	2059.773470900242	2774.0732573860546
l_panal	428.8018588074747	2397.006223410511	3279.883176064543
l_libro	371.64595355052023	2214.7723063126746	3097.4928534005294
l_lima	430.01980576370516	1942.0898644289632	3020.717797574009
l_lima	355.71401673205315	2173.2303049226816	3233.772900806357
l_panal	444.8172013689778	1928.451946259868	3013.5401124752766
l_lapiz	411.8225934815372	2026.761449368835	3175.202825449789
l_carril	475.6179459304424	1888.687905944799	3123.34239866894
l_latas	492.1531123889113	1914.0353979697313	3237.1916518680277
l_carril	377.07911049152204	1909.4353814090964	3140.4297206421115
l_libro	365.11434248086675	2600.4939951251677	3177.7425961042513
