word	duration_ms
b_vaso_fric	78.15017852121287
l_marfil_MISSING	106.43450240222307
b_vino_fric	68.69028871561511
l_pangal	204.49061054954143
p_pato	18.298655954907872
l_libro	118.65203378084743
p_pinzas	26.507287813529956
l_lapiz	97.86543863742736
l_panal_MISSING	107.6811705187879
b_vino_fric	91.36584165230488
p_pavo	8.335229331876803
l_lima	88.00299349880447
l_libro	146.98709905266583
p_pavo	19.76897179187631
l_marfil	119.2268787262094
b_vaca_fric	76.72165433226041
b_vaca_fric	101.75048502162554
l_carril	100.37988767604133
k_cama	18.7321549384194
d_deuda_stop	48.251518202846455
l_lima	114.18111122898722
p_pato	14.474452133612203
d_damas_stop	76.08663935306481
k_quicio	54.621993165284266
d_deuda_stop	310.1753338833362
k_caja	25.114645151290915
g_guiso_stop	89.78290843231207
t_taza	13.108759976148576
k_copa	34.81657417722772
g_guita_stop	179.58770062335816
t_talla	15.431813796453753
g_guiso_stop	139.0971036560984
l_latas	112.47952007880713
p_pinzas	31.329813100597903
k_caja	17.135492703204136
d_dedo_stop	122.56209575883759
k_quiste	53.85195763241768
d_damas_stop	56.16520428213789
b_bicho_stop	76.96823163001909
l_panal	154.0921205972552
g_gato_stop	93.01557306497443
t_tinta	33.41106560475282
t_tinta	24.70020719772492
g_gafas_stop	51.89825056083919
t_tina	24.735071200666425
g_gato_stop	36.631755386451914
d_dados_stop	274.39448793086285
k_quiste	65.43294379582676
d_dedo_stop	26.22932654435317
k_cama	45.59821260619401
l_lapiz	100.56590018012912
p_piso	31.39892078786488
k_quicio	30.570326990925878
d_dados_stop	81.0228247979694
g_gafas_stop	42.46610684151619
t_tina	30.901257349569278
l_carril	41.908935901233235
b_vaso_stop	57.63687611442947
l_pangal	202.22128031349484
b_bicho_fric	33.38696542300568
p_piso	29.18294377076336
l_latas	62.23111970803075
g_guita_stop	148.62429539903133
t_talla	15.091484150445922
k_copa	29.554568072967413
g_guita_stop	91.84159276867376
b_vino_fric	35.149251553434624
l_pangal	200.0964637241509
p_pinzas	23.1821852027565
l_lapiz	137.62407415566713
l_carril	77.14026626274517
b_vaso_stop	21.939147864657116
k_quicio	31.152027023267692
d_dados_fric	44.747926776210534
t_tinta	21.40596128327843
g_gafas_stop	99.7836827731362
p_pavo	25.03072617730595
l_lima	88.38476991820698
d_damas_stop	77.72090588974834
k_quicio_disf	45.4639943636721
l_libro	132.65512898794896
p_pavo	21.957222414584976
l_marfil	157.76049710433426
b_vaca_fric	102.13587736694762
d_dados_fric	73.86417562133829
k_quiste	51.050184539860766
t_tina	26.260640623206655
g_gato_fric	60.040587586286165
b_vaca_fric	72.17239992343139
l_carril	61.11907280512696
g_guita_fric	68.62887687236707
t_talla	20.876491443004852
l_lapiz	99.23099776767685
p_piso	31.031704596784948
k_caja	24.262611902031495
d_dedo_stop	158.18449531445822
p_piso	42.583446856497176
l_latas	111.33439278836477
g_gato_fric	44.74041911396398
t_tinta	53.73567250785527
l_lima	61.35468090167251
p_pato	37.75011739810452
k_quiste	70.1094962046227
d_damas_stop	41.502237871895886
d_deuda_stop	56.21632635836704
k_caja	23.61017835903567
b_bicho_fric	117.792080946856
l_panal	157.0215871660139
t_talla	15.378073887973187
g_guiso_stop	120.04269551800917
l_pangal	129.6878937495194
b_bicho_fric	18.981546180384612
g_gafas_stop	69.48861251817107
t_tina	29.100352260684303
k_cama	20.110465891434615
d_deuda_fric	44.63537866308798
p_pato	26.31452704736148
l_libro	119.50980079279816
l_latas_MISSING	105.04955070518918
p_pinzas	32.050421306166754
l_panal	111.7445836787283
b_vino_stop	45.5563612347305
b_vaso_stop	29.911548355471496
l_marfil	97.50947173051827
g_guiso_stop	39.039415449792614
t_taza	16.925856822354035
d_dedo_stop	61.75072297241968
k_cama	22.547571816744494
p_pocket	54.63153770688223
l_leases	81.99371273383349
t_teacher	95.76024554144169
g_garbage_stop	78.81179619994327
g_godson_stop	66.77338694237278
t_teacher	96.70683099307098
k_cockroach	61.54485486217709
d_decoy_stop	70.14923247675142
k_keepsake	123.9370137647029
d_donkey_stop	94.12885063636622
l_meal	178.06678051249492
b_boxes_fric	53.473745575615794
t_toddler	79.30755195627626
g_godson_stop	106.18002155581507
d_donkey_stop	129.1287634995797
k_keyboard	115.87723880813883
l_doll	182.64917465830877
b_beetle_stop	57.07205726389475
k_keyboard	101.6926044524098
d_dollhouse_stop	205.02697514893953
d_dealer_stop	173.0236013653439
k_cockroach	84.51506795199748
b_beetle_stop	123.47248088883589
l_ball	208.1602264169078
t_teapot	121.70466556904103
g_garlic_stop	83.99048323030911
l_locket	125.56137394278721
p_peaches	96.17964391316036
b_beaver_stop	176.5970601762774
l_doll	66.12671465290987
l_wheel	208.65273691583752
b_bonnet_stop	195.88806078184007
l_ball	156.35524040385462
b_beaver_stop	62.645254531616956
p_peaches	81.63239021780555
l_locker	85.77444679337987
p_polish	97.64636214924849
l_leeches	202.93505258473488
b_boxes_stop	176.00177686904317
l_wheel	113.84464885577472
b_bonnet_stop	167.0814761624797
l_meal	120.21451374573644
g_garment_stop	108.29499742646931
t_teapot	110.71426330533995
g_garbage_stop	120.18116866909168
t_toddler	102.13111105701955
k_carpet	58.18158664624207
d_dealer_stop	108.59821966312211
t_toffee	123.79184987855751
g_garment_stop	92.96665774184021
p_peacock	125.95750559205499
l_locket	83.84470778617015
g_garlic_stop	163.27392858579515
t_toffee	171.79410180187915
d_decoy_stop	52.90775183925689
k_carpet	93.34943841543009
d_dollhouse_stop	197.63374654394283
k_keepsake	94.69880579649725
l_locker	53.562408222887825
p_peacock	87.66356291039301
l_leases	78.78322669921545
p_polish	104.79078398407182
l_leeches	94.57386472524831
p_pocket	79.16652190010609
l_wheel	186.96992675393176
b_bonnet_stop	140.19706317424152
k_cockroach	46.247150247381796
d_decoy_stop	101.81791166326093
p_peacock	100.86131324032976
l_locket	151.42191382392411
d_donkey_stop	138.50315474383024
k_keyboard	131.00161452734937
p_pocket	53.47549916484695
l_leases	128.74222298466975
g_garlic_stop	128.04553450666845
t_toffee	104.17541699939648
g_godson_stop	106.89515603905875
t_teacher	135.96839751755851
l_meal	185.449743543586
b_boxes_stop	123.39002619410167
t_toddler	98.79396881751745
g_godson_stop	133.28047815753052
t_toffee	88.9050970624794
g_garment_stop	103.51488989954305
d_dealer_stop	115.1266573592693
k_cockroach	79.32577035717259
k_keepsake	109.7969324416681
d_donkey_stop	102.89372616762194
b_beetle_stop	109.10742994292377
l_ball	181.91034441747433
l_locket	117.93612400697384
p_peaches	73.15272262599137
b_beaver_stop	105.18025341593784
l_doll	245.79623928616456
b_boxes_stop	103.86428775564127
l_wheel	225.3706983515258
b_bonnet_stop	116.61288965660788
l_meal	108.10550667588359
p_polish	87.25017327628848
l_leeches	105.47348084242003
l_ball	145.6695543367914
b_beaver_stop	109.75330791234228
k_carpet	77.94589654940864
d_dealer_stop	213.79029770400848
l_doll	155.98792814307672
b_beetle_stop	128.8077016470197
g_garbage_stop	49.46547541453583
t_toddler	95.48504382814826
l_leeches	79.37576874269325
p_pocket	122.95809356101017
g_garment_stop	78.02774234392018
t_teapot	101.95457234885907
k_keyboard	117.83180264296789
d_dollhouse_stop	419.12628005047736
l_locker	68.22751545291794
p_peacock	103.40778768909331
p_peaches	57.35205197493087
l_locker	124.30936827013284
t_teacher	88.79785892168002
g_garbage_stop	86.26166744170405
t_teapot	110.77972519888135
g_garlic_stop	105.37549124046564
d_dollhouse_stop	160.32138071568625
k_keepsake	98.60618180914571
d_decoy_stop	93.43917240244082
k_carpet	86.99240996543267
l_leases	87.67045800891538
p_polish	90.95039066937716
g_gafas_stop	68.02418563302126
t_teapot	134.17304376912398
p_pato	28.525929595616617
l_leeches	111.01777315570871
g_gato_stop	105.6674202288832
t_teacher	94.43486642840071
d_dedo_stop	63.29115453377199
k_cockroach	67.19042854729196
b_bicho_stop	61.63130086042656
l_ball	203.31143897556103
l_marfil	109.17198833749353
b_bonnet_stop	120.90012824728547
d_damas_stop	74.02330915556377
k_keepsake	85.72013081902696
k_cama	15.731185728100172
d_dealer_stop	99.08284742073192
t_talla	15.25466411430898
g_garlic_stop	107.9750018022878
k_quiste	98.37533511154106
d_donkey_stop	153.2044255548044
d_dados_stop	95.77711637143693
k_keyboard	126.61126208809037
l_pangal	189.17402496572322
b_beaver_stop	100.07503364658987
p_piso	22.48010357629937
l_locker	95.39724448450215
l_panal	187.4163272111673
b_beetle_stop	77.14155980465875
b_vino_fric	66.92965664615258
l_doll	202.41947001932203
p_pinzas	20.472788582083012
l_locket	108.97363181493347
l_latas	64.46056662502997
p_peaches	90.38881671904164
t_tinta	26.856061070020587
g_garment_stop	122.92904152513984
k_quicio	82.00532073533395
d_dollhouse_stop	114.89799422065516
d_deuda_stop	61.2676223854578
k_carpet	77.49751084975287
g_guiso_stop	38.58586636420114
t_toffee	166.14959430376075
l_carril	121.29273240066141
b_boxes_stop	70.60652075870166
l_lapiz	92.5200072606458
p_peacock	83.96218223379037
g_guita_stop	257.21564146374476
t_toddler	121.69684833747851
b_vaca_fric	53.35108058989135
l_wheel	214.90080260673494
b_vaso_stop	67.53604808591263
l_meal	128.447304638712
l_lima	107.14456573464304
p_pocket	86.64133791194217
k_caja	22.6675188266654
d_decoy_stop	92.47329232880475
t_taza	19.788606658494245
g_garbage_stop	92.75657621105893
t_tina	32.885870746213186
g_godson_stop	91.88351694911034
p_pavo	17.71779820910524
l_leases	79.41608962596547
l_libro	76.99877721188386
p_polish	88.73404047972144
d_dados_stop	112.03983516043081
k_keyboard	88.79190745119558
k_quiste	46.81407387238323
d_donkey_stop	127.54328104870183
l_panal	85.74676261559944
b_beetle_stop	109.70328596567924
t_taza	17.889301311697636
g_garbage_stop	86.70923545037112
g_gato_stop	19.93679755901212
t_teacher	105.81510787164916
d_deuda_stop	38.268688161679165
k_carpet	57.29884468587443
l_lapiz	100.592605383099
p_peacock	82.00293997765584
t_tina	27.32841588976953
g_godson_stop	47.65082114386132
l_latas	53.25687696654313
p_peaches	98.86970010643381
b_bicho_fric	44.60463105533563
l_ball	131.0790488737439
l_lima	98.93738368532468
p_pocket	73.84282272460041
k_caja	29.03477208815275
d_decoy_stop	111.57152165696971
l_pangal	106.32055456767375
b_beaver_stop	120.62784814111183
g_gafas_stop	46.06251971608799
t_teapot	77.7010239082756
l_libro	126.07204602454658
p_polish	86.7849623236907
g_guita_stop	115.75544193874521
t_toddler	71.50117164405856
g_guiso_stop	82.92424515707353
t_toffee	107.30681964173527
k_cama	27.31627712387308
d_dealer_stop	336.1247434670531
d_damas_stop	54.87665395617114
k_keepsake	116.41739840069931
b_vino_fric	61.11763928925029
l_doll	265.9313923541049
k_quicio	68.58759287706562
d_dollhouse_stop	277.1749682540303
t_tinta	29.52027271908264
g_garment_stop	91.74797471268903
b_vaso_fric	37.46111101531824
l_meal	103.7090401603109
t_talla	26.387363820276732
g_garlic_stop	110.61075563043232
l_marfil	70.66331836017525
b_bonnet_stop	77.02338414651422
p_pavo	14.122892414661692
l_leases	123.02970776113398
p_pinzas	13.822144786900026
l_locket	110.73189490957702
d_dedo_stop	42.80154403954839
k_cockroach	59.63380297521326
l_carril	76.20443215205341
