speaker	gender	time_stamp	sentence
sub_56	male	30.965496367709957	csse_20
sub_56	male	30.965496367709957	csse_20
sub_56	male	38.84652738694771	csse_26
sub_56	male	38.84652738694771	csse_26
sub_56	male	46.72755840618547	csse_01
sub_56	male	46.72755840618547	csse_01
sub_56	male	53.796	csse_18
sub_56	male	53.796	csse_18
sub_56	male	60.275999999999996	csse_25
sub_56	male	60.275999999999996	csse_25
sub_56	male	67.668	csse_24
sub_56	male	67.668	csse_24
sub_56	male	74.33256301893424	csse_06_disf
sub_56	male	74.33256301893424	csse_06_disf
sub_56	male	82.21200000000002	csse_30
sub_56	male	82.21200000000002	csse_30
sub_56	male	89.46800000000002	csse_10
sub_56	male	89.46800000000002	csse_10
sub_56	male	94.97200000000002	csse_28_disf
sub_56	male	94.97200000000002	csse_28_disf
sub_56	male	102.25019586010794	csse_13_disf
sub_56	male	102.25019586010794	csse_13_disf
sub_56	male	109.02000000000001	csse_32
sub_56	male	109.02000000000001	csse_32
sub_56	male	115.74951643216866	csse_21
sub_56	male	115.74951643216866	csse_21
sub_56	male	123.29200000000002	csse_04_disf
sub_56	male	123.29200000000002	csse_04_disf
sub_56	male	130.44400000000002	csse_23
sub_56	male	130.44400000000002	csse_23
sub_56	male	136.10800000000003	csse_29
sub_56	male	136.10800000000003	csse_29
sub_56	male	143.55599999999998	csse_17
sub_56	male	143.55599999999998	csse_17
sub_56	male	149.42	csse_09
sub_56	male	149.42	csse_09
sub_56	male	157.64399999999998	csse_31
sub_56	male	157.64399999999998	csse_31
sub_56	male	163.89999999999998	csse_16_disf
sub_56	male	163.89999999999998	csse_16_disf
sub_56	male	170.61999999999998	csse_03
sub_56	male	170.61999999999998	csse_03
sub_56	male	176.17999999999998	csse_07_disf
sub_56	male	176.17999999999998	csse_07_disf
sub_56	male	183.22	csse_08
sub_56	male	183.22	csse_08
sub_56	male	187.804	csse_02
sub_56	male	187.804	csse_02
sub_56	male	193.028	csse_15
sub_56	male	193.028	csse_15
sub_56	male	199.164	csse_05
sub_56	male	199.164	csse_05
sub_56	male	205.25503153842158	csse_11
sub_56	male	205.25503153842158	csse_11
sub_56	male	211.79117671819895	csse_12
sub_56	male	211.79117671819895	csse_12
sub_56	male	217.83599999999998	csse_22
sub_56	male	217.83599999999998	csse_22
sub_56	male	224.628	csse_19
sub_56	male	224.628	csse_19
sub_56	male	230.61999999999998	csse_27
sub_56	male	230.61999999999998	csse_27
sub_56	male	237.05928811108933	csse_14
sub_56	male	237.05928811108933	csse_14
sub_56	male	243.05999999999997	csse_16
sub_56	male	243.05999999999997	csse_16
sub_56	male	248.97945070349408	csse_30
sub_56	male	248.97945070349408	csse_30
sub_56	male	254.35899406133555	csse_29
sub_56	male	254.35899406133555	csse_29
sub_56	male	260.26	csse_10
sub_56	male	260.26	csse_10
sub_56	male	265.124	csse_28_disf
sub_56	male	265.124	csse_28_disf
sub_56	male	270.74	csse_13
sub_56	male	270.74	csse_13
sub_56	male	276.70407258988877	csse_31_disf
sub_56	male	276.70407258988877	csse_31_disf
sub_56	male	282.97200000000004	csse_26
sub_56	male	282.97200000000004	csse_26
sub_56	male	288.915984951656	csse_25_disf
sub_56	male	288.915984951656	csse_25_disf
sub_56	male	295.9362890336391	csse_04
sub_56	male	295.9362890336391	csse_04
sub_56	male	300.396	csse_18_disf
sub_56	male	300.396	csse_18_disf
sub_56	male	305.67600000000004	csse_11
sub_56	male	305.67600000000004	csse_11
sub_56	male	311.772	csse_20
sub_56	male	311.772	csse_20
sub_56	male	317.908	csse_07
sub_56	male	317.908	csse_07
sub_56	male	324.148	csse_06_disf
sub_56	male	324.148	csse_06_disf
sub_56	male	330.028	csse_14
sub_56	male	330.028	csse_14
sub_56	male	335.55600000000004	csse_19
sub_56	male	335.55600000000004	csse_19
sub_56	male	341.548	csse_27
sub_56	male	341.548	csse_27
sub_56	male	348.63296211954815	csse_05
sub_56	male	348.63296211954815	csse_05
sub_56	male	354.3	csse_22
sub_56	male	354.3	csse_22
sub_56	male	359.86	csse_15
sub_56	male	359.86	csse_15
sub_56	male	365.836	csse_01
sub_56	male	365.836	csse_01
sub_56	male	371.444	csse_21
sub_56	male	371.444	csse_21
sub_56	male	377.67600000000004	csse_03
sub_56	male	377.67600000000004	csse_03
sub_56	male	383.41013831856327	csse_09
sub_56	male	383.41013831856327	csse_09
sub_56	male	390.4451210217539	csse_02
sub_56	male	390.4451210217539	csse_02
sub_56	male	395.55600000000004	csse_23
sub_56	male	395.55600000000004	csse_23
sub_56	male	400.668	csse_12
sub_56	male	400.668	csse_12
sub_56	male	405.636	csse_24
sub_56	male	405.636	csse_24
sub_56	male	410.86	csse_17
sub_56	male	410.86	csse_17
sub_56	male	416.236	csse_08
sub_56	male	416.236	csse_08
sub_56	male	420.26	csse_32
sub_56	male	420.26	csse_32
sub_56	male	485.04400000000004	cses_12
sub_56	male	485.04400000000004	cses_12
sub_56	male	493.212	cses_16
sub_56	male	493.212	cses_16
sub_56	male	500.38	cses_18_disf
sub_56	male	500.38	cses_18_disf
sub_56	male	507.892	cses_15
sub_56	male	507.892	cses_15
sub_56	male	515.3480000000001	cses_22
sub_56	male	515.3480000000001	cses_22
sub_56	male	520.7	cses_21
sub_56	male	520.7	cses_21
sub_56	male	525.2280000000001	cses_13_disf
sub_56	male	525.2280000000001	cses_13_disf
sub_56	male	532.772	cses_09_disf
sub_56	male	532.772	cses_09_disf
sub_56	male	538.708	cses_19
sub_56	male	538.708	cses_19
sub_56	male	544.7	cses_24
sub_56	male	544.7	cses_24
sub_56	male	549.82	cses_05
sub_56	male	549.82	cses_05
sub_56	male	555.82	cses_32
sub_56	male	555.82	cses_32
sub_56	male	562.3000000000001	cses_08
sub_56	male	562.3000000000001	cses_08
sub_56	male	567.188	cses_31
sub_56	male	567.188	cses_31
sub_56	male	573.0600000000001	cses_23
sub_56	male	573.0600000000001	cses_23
sub_56	male	579.468	cses_07
sub_56	male	579.468	cses_07
sub_56	male	586.54	cses_14
sub_56	male	586.54	cses_14
sub_56	male	593.188	cses_28
sub_56	male	593.188	cses_28
sub_56	male	598.62	cses_30
sub_56	male	598.62	cses_30
sub_56	male	604.868	cses_20
sub_56	male	604.868	cses_20
sub_56	male	611.3000000000001	cses_06
sub_56	male	611.3000000000001	cses_06
sub_56	male	617.26	cses_04
sub_56	male	617.26	cses_04
sub_56	male	623.38	cses_25_disf
sub_56	male	623.38	cses_25_disf
sub_56	male	630.0360000000001	cses_01
sub_56	male	630.0360000000001	cses_01
sub_56	male	636.316	cses_11
sub_56	male	636.316	cses_11
sub_56	male	643.364	cses_26_disf
sub_56	male	643.364	cses_26_disf
sub_56	male	649.844	cses_29_disf
sub_56	male	649.844	cses_29_disf
sub_56	male	656.7	cses_02_disf
sub_56	male	656.7	cses_02_disf
sub_56	male	663.332	cses_10
sub_56	male	663.332	cses_10
sub_56	male	669.244	cses_17
sub_56	male	669.244	cses_17
sub_56	male	675.2040000000001	cses_27
sub_56	male	675.2040000000001	cses_27
sub_56	male	680.548	cses_03
sub_56	male	680.548	cses_03
sub_56	male	687.076	cses_09
sub_56	male	687.076	cses_09
sub_56	male	693.3480000000001	cses_12
sub_56	male	693.3480000000001	cses_12
sub_56	male	699.3000000000001	cses_11
sub_56	male	699.3000000000001	cses_11
sub_56	male	705.052	cses_30
sub_56	male	705.052	cses_30
sub_56	male	711.22	cses_01
sub_56	male	711.22	cses_01
sub_56	male	718.332	cses_20
sub_56	male	718.332	cses_20
sub_56	male	724.956	cses_06
sub_56	male	724.956	cses_06
sub_56	male	730.748	cses_13_disf
sub_56	male	730.748	cses_13_disf
sub_56	male	738.26	cses_03
sub_56	male	738.26	cses_03
sub_56	male	745.0840000000001	cses_24_disf
sub_56	male	745.0840000000001	cses_24_disf
sub_56	male	750.804	cses_32
sub_56	male	750.804	cses_32
sub_56	male	756.02	cses_02
sub_56	male	756.02	cses_02
sub_56	male	761.956	cses_10
sub_56	male	761.956	cses_10
sub_56	male	766.724	cses_26
sub_56	male	766.724	cses_26
sub_56	male	771.812	cses_05_disf
sub_56	male	771.812	cses_05_disf
sub_56	male	780.676	cses_16
sub_56	male	780.676	cses_16
sub_56	male	786.4200000000001	cses_19
sub_56	male	786.4200000000001	cses_19
sub_56	male	791.788	cses_15
sub_56	male	791.788	cses_15
sub_56	male	798.596	cses_23
sub_56	male	798.596	cses_23
sub_56	male	804.1	cses_18
sub_56	male	804.1	cses_18
sub_56	male	809.412	cses_08
sub_56	male	809.412	cses_08
sub_56	male	814.508	cses_14_disf
sub_56	male	814.508	cses_14_disf
sub_56	male	820.0120000000001	cses_28
sub_56	male	820.0120000000001	cses_28
sub_56	male	824.7	cses_22
sub_56	male	824.7	cses_22
sub_56	male	829.9083222149122	cses_29_disf
sub_56	male	829.9083222149122	cses_29_disf
sub_56	male	836.66	cses_27
sub_56	male	836.66	cses_27
sub_56	male	841.66	cses_07
sub_56	male	841.66	cses_07
sub_56	male	846.876	cses_31
sub_56	male	846.876	cses_31
sub_56	male	852.3960000000001	cses_21
sub_56	male	852.3960000000001	cses_21
sub_56	male	857.076	cses_25_disf
sub_56	male	857.076	cses_25_disf
sub_56	male	862.516	cses_04
sub_56	male	862.516	cses_04
sub_56	male	868.148	cses_17
sub_56	male	868.148	cses_17
sub_56	male	921.028	s_03
