word	f1	f2	f3
l_meal	520.5710978624707	1276.3503547925852	2446.65431992563
l_doll	565.4394820741136	867.5013859494724	2558.154199997475
l_leases	376.95300689036964	1190.9414873381027	2513.1849168824497
l_locker	527.9748643966212	1081.9618981483288	2939.9974736082736
l_lapiz	451.3098994511836	1243.5323096768166	2749.4053880170177
l_locket	397.6747850511703	1004.7722937986674	2592.554553772854
l_leeches	1165.758711000272	2511.551957807234	3161.3840398792854
l_marfil	337.07000881023976	1571.8522041660126	3047.588350709216
l_libro	292.79114966727076	1412.8822678987028	2225.4781930594486
l_ball	588.2010051300996	1105.3276255279727	2531.3572520088605
l_lima	355.25270826770327	1408.4172083666836	3231.500551782474
l_panal	390.9499558719597	1384.3398371138821	2892.471182150574
l_latas	428.352828019124	1161.4366064272344	3009.8518517747434
l_wheel	446.205519624028	1066.1543606609405	3041.4900404951914
l_carril	338.84576597733815	1420.6389600288894	3118.3917783557254
l_pangal	480.3722381941998	1279.6351362236026	2784.6731135828727
l_meal	485.9610342844243	1164.5900608897052	2372.7805533617084
l_locker	459.8007907577295	2242.385070082817	3068.9601878466824
l_ball	580.2787514902966	1078.9958863391387	2458.78541358981
l_wheel	424.6602009832529	1113.666010485161	2463.688022064344
l_lima	384.5121322655136	1408.0597302342023	3272.7623778679026
l_marfil	373.6496206173218	1394.6138529637649	2940.850317967771
l_carril	1420.03260450144	2008.1444983664542	3218.618610927038
l_lapiz	393.19179109305173	1356.2494831754288	3147.3310046323595
l_leases	332.69487087634843	1449.6227993315356	2329.0897916902786
l_pangal	476.9445277666777	1325.6839022369238	2961.6520874310954
l_leeches	363.30008152280163	1280.1996700673799	2542.653712986912
l_libro	271.28724628141947	1358.6748730288384	2210.7018688454627
l_locket	380.20816603096387	1063.6200762244803	2487.954277472694
l_latas	541.0564996976366	1199.611771330292	3127.6324100926995
l_panal	558.7266286217111	1648.916032281832	2894.5733799264585
l_doll	566.8753541929178	2424.036605425949	3077.725306342915
l_locker	401.08942736133105	974.0959835427357	2484.8483302971263
l_libro	327.6884352824531	1614.9280795237428	3102.614086846244
l_leases	324.2156097838317	1336.2114609554667	2347.0979640453133
l_marfil	322.05247597462585	1573.4410084621065	3127.8539756280543
l_doll	523.5050402462509	1034.807045233544	2555.400875390509
l_pangal	422.4968499922057	1440.0847660805894	3024.873321898828
l_locket	479.7103786868414	1029.71069267839	2461.1345580157686
l_latas	512.4487125993563	1181.5803595347327	2914.202771973018
l_leeches	337.08650869718946	1145.9107327267898	2492.6049737237063
l_panal	458.3669875275262	1382.6961045919097	2680.199734736447
l_meal	495.18255153593225	1081.2254867743247	2537.411292520174
l_lima	338.9432079513307	1583.6240428553833	2375.8955909234446
l_lapiz	469.7965426172017	1467.4113233079488	2727.5510408551377
l_carril	300.9546553416941	1505.307799117649	3178.921259211835
l_ball	540.4095720649044	960.9092105515839	2339.9051623673336
l_wheel	470.0367198549175	1242.0668458412404	3105.311137257589
l_locket	424.9165615383845	1068.6430618879826	2445.56850467531
