"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"
"1"	"sub_25"	"male"	39.8676396048841	"disf"	"e_28"	"p"	"peaches"	NA	55.0746950487593	"ml"	"two"	"english"	"VOT"	NA
"2"	"sub_25"	"male"	45.4892621538866	NA	"e_24"	"t"	"teapot"	NA	111.908354399873	"ml"	"two"	"english"	"VOT"	NA
"3"	"sub_25"	"male"	50.86880526298	NA	"e_25"	"p"	"polish"	NA	96.3124244693105	"ml"	"two"	"english"	"VOT"	NA
"4"	"sub_25"	"male"	55.7839895050209	"disf"	"e_07"	"t"	"toddler"	NA	66.5499566754022	"ml"	"one"	"english"	"VOT"	NA
"5"	"sub_25"	"male"	61.4325094679538	NA	"e_20"	"k"	"keepsake"	NA	106.772085743266	"ml"	"two"	"english"	"VOT"	NA
"6"	"sub_25"	"male"	67.1886202873235	NA	"e_21"	"t"	"toddler"	NA	114.669547677906	"ml"	"two"	"english"	"VOT"	NA
"7"	"sub_25"	"male"	77.0005893776473	NA	"e_22"	"t"	"toffee"	NA	72.6541318082212	"ml"	"two"	"english"	"VOT"	NA
"8"	"sub_25"	"male"	82.5953134642479	NA	"e_26"	"p"	"pocket"	NA	45.7758833990738	"ml"	"two"	"english"	"VOT"	NA
"9"	"sub_25"	"male"	88.1093444149841	NA	"e_06"	"t"	"teapot"	NA	84.1166360067689	"ml"	"one"	"english"	"VOT"	NA
"10"	"sub_25"	"male"	109.191457499473	NA	"e_01"	"p"	"peaches"	NA	45.43932602013	"ml"	"one"	"english"	"VOT"	NA
"11"	"sub_25"	"male"	113.737170698471	"disf"	"e_10"	"k"	"keyboard"	NA	106.605684616682	"ml"	"one"	"english"	"VOT"	NA
"12"	"sub_25"	"male"	129.278354331278	NA	"e_11"	"k"	"carpet"	NA	75.8934072791817	"ml"	"one"	"english"	"VOT"	NA
"13"	"sub_25"	"male"	133.931658002513	NA	"e_03"	"p"	"pocket"	NA	47.4193986979969	"ml"	"one"	"english"	"VOT"	NA
"14"	"sub_25"	"male"	139.902949418781	NA	"e_23"	"t"	"teacher"	NA	84.3638225031498	"ml"	"two"	"english"	"VOT"	NA
"15"	"sub_25"	"male"	150.876522570291	NA	"e_08"	"t"	"toffee"	NA	69.7261836527616	"ml"	"one"	"english"	"VOT"	NA
"16"	"sub_25"	"male"	155.287746624239	NA	"e_02"	"p"	"peacock"	NA	35.3771425755554	"ml"	"one"	"english"	"VOT"	NA
"17"	"sub_25"	"male"	160.721083568736	NA	"e_17"	"k"	"cockroach"	NA	92.9959113763346	"ml"	"two"	"english"	"VOT"	NA
"18"	"sub_25"	"male"	165.616466360312	NA	"e_18"	"k"	"carpet"	NA	82.6538044371432	"ml"	"two"	"english"	"VOT"	NA
"19"	"sub_25"	"male"	170.538746859534	NA	"e_12"	"k"	"cockroach"	NA	60.5537646595735	"ml"	"one"	"english"	"VOT"	NA
"20"	"sub_25"	"male"	175.514822774048	NA	"e_19"	"k"	"keyboard"	NA	100.25107368395	"ml"	"two"	"english"	"VOT"	NA
"21"	"sub_25"	"male"	180.12364222334	"disf"	"e_27"	"p"	"peacock"	NA	42.7635179508172	"ml"	"two"	"english"	"VOT"	NA
"22"	"sub_25"	"male"	186.713580596616	NA	"e_05"	"t"	"teacher"	NA	62.2554430199784	"ml"	"one"	"english"	"VOT"	NA
"23"	"sub_25"	"male"	191.958633587591	NA	"e_04"	"p"	"polish"	NA	67.3828946116828	"ml"	"one"	"english"	"VOT"	NA
"24"	"sub_25"	"male"	196.504346179769	NA	"e_09"	"k"	"keepsake"	NA	102.079397110458	"ml"	"one"	"english"	"VOT"	NA
"25"	"sub_25"	"male"	201.265240433115	NA	"e_20"	"k"	"keepsake"	NA	105.484601054116	"ml"	"two"	"english"	"VOT"	NA
"26"	"sub_25"	"male"	206.428909633862	NA	"e_19"	"k"	"keyboard"	NA	121.246675675678	"ml"	"two"	"english"	"VOT"	NA
"27"	"sub_25"	"male"	211.458780963668	NA	"e_18"	"k"	"carpet"	NA	102.790607720152	"ml"	"two"	"english"	"VOT"	NA
"28"	"sub_25"	"male"	216.300368339953	NA	"e_12"	"k"	"cockroach"	NA	103.350103079578	"ml"	"one"	"english"	"VOT"	NA
"29"	"sub_25"	"male"	225.391793524308	NA	"e_09"	"k"	"keepsake"	NA	100.633809362307	"ml"	"one"	"english"	"VOT"	NA
"30"	"sub_25"	"male"	230.464771497796	"disf"	"e_02"	"p"	"peacock"	NA	49.7656240788729	"ml"	"one"	"english"	"VOT"	NA
"31"	"sub_25"	"male"	235.656029073478	NA	"e_22"	"t"	"toffee"	NA	54.0073456140817	"ml"	"two"	"english"	"VOT"	NA
"32"	"sub_25"	"male"	245.124022164878	NA	"e_26"	"p"	"pocket"	NA	32.3964403914658	"ml"	"two"	"english"	"VOT"	NA
"33"	"sub_25"	"male"	253.967678017161	NA	"e_28"	"p"	"peaches"	NA	97.9412104260291	"ml"	"two"	"english"	"VOT"	NA
"34"	"sub_25"	"male"	258.674776478196	"disf"	"e_01"	"p"	"peaches"	NA	33.5409211952538	"ml"	"one"	"english"	"VOT"	NA
"35"	"sub_25"	"male"	267.524121584942	NA	"e_05"	"t"	"teacher"	NA	53.5739258185117	"ml"	"one"	"english"	"VOT"	NA
"36"	"sub_25"	"male"	271.370493470245	NA	"e_07"	"t"	"toddler"	NA	47.3657251613417	"ml"	"one"	"english"	"VOT"	NA
"37"	"sub_25"	"male"	276.131387342264	NA	"e_24"	"t"	"teapot"	NA	122.201226135246	"ml"	"two"	"english"	"VOT"	NA
