"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"
"1"	"sub_19"	"female"	48.42	NA	"s_25"	"p"	"pavo"	NA	27.2252602407903	"ml"	"two"	"spanish"	"VOT"	NA
"2"	"sub_19"	"female"	53.564	"disf"	"s_09"	"k"	"quicio"	NA	59.6305566825279	"ml"	"one"	"spanish"	"VOT"	NA
"3"	"sub_19"	"female"	68.404	"disf"	"s_02"	"p"	"piso"	NA	22.1131514929169	"ml"	"one"	"spanish"	"VOT"	NA
"4"	"sub_19"	"female"	72.812	NA	"s_23"	"t"	"tina"	NA	147.548805265643	"ml"	"two"	"spanish"	"VOT"	NA
"5"	"sub_19"	"female"	76.42	"disf"	"s_20"	"k"	"quicio"	NA	48.9592690443175	"ml"	"two"	"spanish"	"VOT"	NA
"6"	"sub_19"	"female"	81.5	"disf"	"s_07"	"t"	"talla"	NA	33.8750015510954	"ml"	"one"	"spanish"	"VOT"	NA
"7"	"sub_19"	"female"	88.26	"disf"	"s_10"	"k"	"quiste"	NA	64.8460590283264	"ml"	"one"	"spanish"	"VOT"	NA
"8"	"sub_19"	"female"	93.732	"disf"	"s_11"	"k"	"caja"	NA	39.0804679157384	"ml"	"one"	"spanish"	"VOT"	NA
"9"	"sub_19"	"female"	98.132	NA	"s_05"	"t"	"tinta"	NA	38.5993715647004	"ml"	"one"	"spanish"	"VOT"	NA
"10"	"sub_19"	"female"	106.972	"disf"	"s_22"	"t"	"talla"	NA	60.3287106657859	"ml"	"two"	"spanish"	"VOT"	NA
"11"	"sub_19"	"female"	112.916	NA	"s_06"	"t"	"tina"	NA	31.4474854031346	"ml"	"one"	"spanish"	"VOT"	NA
"12"	"sub_19"	"female"	117.26	NA	"s_04"	"p"	"pavo"	NA	21.1837979222338	"ml"	"one"	"spanish"	"VOT"	NA
"13"	"sub_19"	"female"	126.708	NA	"s_21"	"t"	"taza"	NA	39.567330411586	"ml"	"two"	"spanish"	"VOT"	NA
"14"	"sub_19"	"female"	129.7	NA	"s_24"	"t"	"tinta"	NA	39.6158942930356	"ml"	"two"	"spanish"	"VOT"	NA
"15"	"sub_19"	"female"	133.452	"disf"	"s_26"	"p"	"pato"	NA	47.7069707860664	"ml"	"two"	"spanish"	"VOT"	NA
"16"	"sub_19"	"female"	137.868	NA	"s_27"	"p"	"piso"	NA	31.8538680087954	"ml"	"two"	"spanish"	"VOT"	NA
"17"	"sub_19"	"female"	141.356	NA	"s_12"	"k"	"cama"	NA	65.2037935827536	"ml"	"one"	"spanish"	"VOT"	NA
"18"	"sub_19"	"female"	147.738100250406	"disf"	"s_18"	"k"	"caja"	NA	69.3860330934228	"ml"	"two"	"spanish"	"VOT"	NA
"19"	"sub_19"	"female"	156.116	"disf"	"s_17"	"k"	"cama"	NA	45.3262769077867	"ml"	"two"	"spanish"	"VOT"	NA
"20"	"sub_19"	"female"	161.970233894654	NA	"s_19"	"k"	"quiste"	NA	56.4728156653302	"ml"	"two"	"spanish"	"VOT"	NA
"21"	"sub_19"	"female"	170.628	NA	"s_28"	"p"	"pinzas"	NA	34.3596763628398	"ml"	"two"	"spanish"	"VOT"	NA
"22"	"sub_19"	"female"	175.036	NA	"s_01"	"p"	"pinzas"	NA	38.6396908460256	"ml"	"one"	"spanish"	"VOT"	NA
"23"	"sub_19"	"female"	190.372	"disf"	"s_03"	"p"	"pato"	NA	28.532728816856	"ml"	"one"	"spanish"	"VOT"	NA
"24"	"sub_19"	"female"	196.131942105346	NA	"s_18"	"k"	"caja"	NA	154.248085743774	"ml"	"two"	"spanish"	"VOT"	NA
"25"	"sub_19"	"female"	206.86	"disf"	"s_10"	"k"	"quiste"	NA	58.7858874974927	"ml"	"one"	"spanish"	"VOT"	NA
"26"	"sub_19"	"female"	211.652	NA	"s_23"	"t"	"tina"	NA	76.3382615240289	"ml"	"two"	"spanish"	"VOT"	NA
"27"	"sub_19"	"female"	215.348	"disf"	"s_09"	"k"	"quicio"	NA	45.7860554550109	"ml"	"one"	"spanish"	"VOT"	NA
"28"	"sub_19"	"female"	219.668	"disf"	"s_06"	"t"	"tina"	NA	73.0441172703706	"ml"	"one"	"spanish"	"VOT"	NA
"29"	"sub_19"	"female"	227.876	NA	"s_25"	"p"	"pavo"	NA	42.8563936887087	"ml"	"two"	"spanish"	"VOT"	NA
"30"	"sub_19"	"female"	232.14	NA	"s_07"	"t"	"talla"	NA	45.438945394352	"ml"	"one"	"spanish"	"VOT"	NA
"31"	"sub_19"	"female"	236.078524271845	NA	"s_27"	"p"	"piso"	NA	34.6431398733387	"ml"	"two"	"spanish"	"VOT"	NA
"32"	"sub_19"	"female"	242.636	NA	"s_26"	"p"	"pato"	NA	49.2433737896931	"ml"	"two"	"spanish"	"VOT"	NA
"33"	"sub_19"	"female"	249.5	NA	"s_05"	"t"	"tinta"	NA	44.7219516068458	"ml"	"one"	"spanish"	"VOT"	NA
"34"	"sub_19"	"female"	253.105777105654	"MISSING"	"s_12"	"k"	"cama"	"MISSING"	88.6820088187505	"ml"	"one"	"spanish"	"VOT"	NA
"35"	"sub_19"	"female"	266.148	"disf"	"s_19"	"k"	"quiste"	NA	54.8198043273942	"ml"	"two"	"spanish"	"VOT"	NA
"36"	"sub_19"	"female"	270.348	NA	"s_01"	"p"	"pinzas"	NA	37.6384690659961	"ml"	"one"	"spanish"	"VOT"	NA
"37"	"sub_19"	"female"	274.132	NA	"s_02"	"p"	"piso"	NA	35.8969843022692	"ml"	"one"	"spanish"	"VOT"	NA
"38"	"sub_19"	"female"	281.612	NA	"s_11"	"k"	"caja"	NA	53.3432922090356	"ml"	"one"	"spanish"	"VOT"	NA
"39"	"sub_19"	"female"	284.948	NA	"s_03"	"p"	"pato"	NA	33.1231448981271	"ml"	"one"	"spanish"	"VOT"	NA
"40"	"sub_19"	"female"	287.426222620217	NA	"s_24"	"t"	"tinta"	NA	65.298077822149	"ml"	"two"	"spanish"	"VOT"	NA
"41"	"sub_19"	"female"	291.084	NA	"s_21"	"t"	"taza"	NA	74.2679725463518	"ml"	"two"	"spanish"	"VOT"	NA
"42"	"sub_19"	"female"	294.508	NA	"s_04"	"p"	"pavo"	NA	63.8623337686681	"ml"	"one"	"spanish"	"VOT"	NA
"43"	"sub_19"	"female"	298.748	NA	"s_28"	"p"	"pinzas"	NA	65.3510340472394	"ml"	"two"	"spanish"	"VOT"	NA
"44"	"sub_19"	"female"	303.524	NA	"s_22"	"t"	"talla"	NA	62.5692313623745	"ml"	"two"	"spanish"	"VOT"	NA
"45"	"sub_19"	"female"	308.58	"disf"	"s_20"	"k"	"quicio"	NA	86.5928099404982	"ml"	"two"	"spanish"	"VOT"	NA
"46"	"sub_19"	"female"	312.837754316391	NA	"s_17"	"k"	"cama"	NA	101.983182628601	"ml"	"two"	"spanish"	"VOT"	NA
"47"	"sub_19"	"female"	418.156	NA	"e_18"	"k"	"carpet"	NA	121.338226729563	"ml"	"two"	"english"	"VOT"	NA
"48"	"sub_19"	"female"	421.332	NA	"e_11"	"k"	"carpet"	NA	62.5877861428989	"ml"	"one"	"english"	"VOT"	NA
"49"	"sub_19"	"female"	430.787097129501	NA	"e_12"	"k"	"cockroach"	NA	124.038778916088	"ml"	"one"	"english"	"VOT"	NA
