"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"
"1"	"sub_15"	"female"	48.9	"disf"	"csse_25"	"p"	"polish"	NA	93.6982950662184	"cs"	"two"	"english"	"VOT"	NA
"2"	"sub_15"	"female"	63.172	"disf"	"csse_08"	"t"	"taza"	NA	39.4951132835999	"cs"	"one"	"spanish"	"VOT"	NA
"3"	"sub_15"	"female"	70.54	NA	"csse_03"	"p"	"pato"	NA	26.9245443174384	"cs"	"one"	"spanish"	"VOT"	NA
"4"	"sub_15"	"female"	83.7795851977332	NA	"csse_17"	"k"	"cockroach"	NA	56.2026049896929	"cs"	"two"	"english"	"VOT"	NA
"5"	"sub_15"	"female"	97.468	NA	"csse_12"	"k"	"cama"	NA	30.4222485624592	"cs"	"one"	"spanish"	"VOT"	NA
"6"	"sub_15"	"female"	103.068	"disf"	"csse_02"	"p"	"piso"	NA	15.3147528177726	"cs"	"one"	"spanish"	"VOT"	NA
"7"	"sub_15"	"female"	109.796	NA	"csse_22"	"t"	"toddler"	NA	56.5323913998839	"cs"	"two"	"english"	"VOT"	NA
"8"	"sub_15"	"female"	116.535833658481	"disf"	"csse_06"	"t"	"tina"	NA	47.5791104756098	"cs"	"one"	"spanish"	"VOT"	NA
"9"	"sub_15"	"female"	124.484	NA	"csse_21"	"t"	"toffee"	NA	81.3745305456166	"cs"	"two"	"english"	"VOT"	NA
"10"	"sub_15"	"female"	132.436	NA	"csse_04"	"p"	"pavo"	NA	13.8138859184096	"cs"	"one"	"spanish"	"VOT"	NA
"11"	"sub_15"	"female"	138.316440079523	NA	"csse_11"	"k"	"caja"	NA	31.5374294708306	"cs"	"one"	"spanish"	"VOT"	NA
"12"	"sub_15"	"female"	150.748	"disf"	"csse_09"	"k"	"quicio"	NA	72.1848427418195	"cs"	"one"	"spanish"	"VOT"	NA
"13"	"sub_15"	"female"	166.476	NA	"csse_18"	"k"	"carpet"	NA	73.2745792693379	"cs"	"two"	"english"	"VOT"	NA
"14"	"sub_15"	"female"	172.452	NA	"csse_27"	"p"	"peacock"	NA	71.8514066256262	"cs"	"two"	"english"	"VOT"	NA
"15"	"sub_15"	"female"	178.476	NA	"csse_23"	"t"	"teapot"	NA	87.0517007270735	"cs"	"two"	"english"	"VOT"	NA
"16"	"sub_15"	"female"	184.22	NA	"csse_20"	"k"	"keepsake"	NA	76.699433694273	"cs"	"two"	"english"	"VOT"	NA
"17"	"sub_15"	"female"	189.716	NA	"csse_26"	"p"	"pocket"	NA	48.2559907294728	"cs"	"two"	"english"	"VOT"	NA
"18"	"sub_15"	"female"	197.675790844121	NA	"csse_10"	"k"	"quiste"	NA	45.9279090289328	"cs"	"one"	"spanish"	"VOT"	NA
"19"	"sub_15"	"female"	203.444	NA	"csse_28"	"p"	"peaches"	NA	71.4189120908486	"cs"	"two"	"english"	"VOT"	NA
