"speaker"	"gender"	"time_stamp"	"sent_comment"	"sentence"	"phoneme"	"word"	"word_comment"	"duration_ms"	"context"	"word_number"	"language"	"feature"	"l_position"
"1"	"sub_23"	"female"	31.436	NA	"csse_02"	"p"	"piso"	NA	17.3229883639294	"cs"	"one"	"spanish"	"VOT"	NA
"2"	"sub_23"	"female"	37.276	NA	"csse_11"	"k"	"caja"	NA	30.0587320442744	"cs"	"one"	"spanish"	"VOT"	NA
"3"	"sub_23"	"female"	49.116	"disf"	"csse_07"	"t"	"talla"	NA	15.8149043355422	"cs"	"one"	"spanish"	"VOT"	NA
"4"	"sub_23"	"female"	68.58	"disf"	"csse_06"	"t"	"tina"	NA	12.7631788275977	"cs"	"one"	"spanish"	"VOT"	NA
"5"	"sub_23"	"female"	76.8012239289118	NA	"csse_25"	"p"	"polish"	NA	86.8993435065732	"cs"	"two"	"english"	"VOT"	NA
"6"	"sub_23"	"female"	89.18	"disf"	"csse_19"	"k"	"keyboard"	NA	113.618603622427	"cs"	"two"	"english"	"VOT"	NA
"7"	"sub_23"	"female"	99.9	NA	"csse_18"	"k"	"carpet"	NA	62.0184223219837	"cs"	"two"	"english"	"VOT"	NA
"8"	"sub_23"	"female"	110.06	"disf"	"csse_10"	"k"	"quiste"	NA	61.2284768425013	"cs"	"one"	"spanish"	"VOT"	NA
"9"	"sub_23"	"female"	117.068	NA	"csse_05"	"t"	"tinta"	NA	15.1616928425113	"cs"	"one"	"spanish"	"VOT"	NA
"10"	"sub_23"	"female"	124.164	NA	"csse_01"	"p"	"pinzas"	NA	8.68775669931665	"cs"	"one"	"spanish"	"VOT"	NA
"11"	"sub_23"	"female"	132.94	NA	"csse_22"	"t"	"toddler"	NA	119.4100473991	"cs"	"two"	"english"	"VOT"	NA
"12"	"sub_23"	"female"	145.428	NA	"csse_04"	"p"	"pavo"	NA	7.77109321245462	"cs"	"one"	"spanish"	"VOT"	NA
"13"	"sub_23"	"female"	156.46	NA	"csse_12"	"k"	"cama"	NA	17.9325342145091	"cs"	"one"	"spanish"	"VOT"	NA
"14"	"sub_23"	"female"	160.796	NA	"csse_03"	"p"	"pato"	NA	7.88293131853379	"cs"	"one"	"spanish"	"VOT"	NA
"15"	"sub_23"	"female"	166.46	NA	"csse_23"	"t"	"teapot"	NA	120.645541201498	"cs"	"two"	"english"	"VOT"	NA
"16"	"sub_23"	"female"	172.212	NA	"csse_24"	"t"	"teacher"	NA	72.6772430049607	"cs"	"two"	"english"	"VOT"	NA
